chr	region_start	region_end	phenotype_id
chr11	63318700	65315202	ENSG00000126432.13_6
chr19	48665300	50665069	ENSG00000126453.9_6
chr19	48660962	50659499	ENSG00000126456.15_6
chr19	48676224	50675712	ENSG00000126457.21_5
chr7	65075801	67074855	ENSG00000126522.16_13
chr7	65988305	67987325	ENSG00000126524.9_2
chr17	41287849	43227065	ENSG00000126561.16_17
chr17	41810835	43808822	ENSG00000126581.12_13
chr16	2655405	4651072	ENSG00000126602.10_15
chr17	29115543	31113536	ENSG00000126653.17_11
chr1	27199963	29198679	ENSG00000126698.10_3
chr1	26534353	28531631	ENSG00000126705.13_4
chr12	5666498	7666316	ENSG00000126746.17_12
chr12	5971124	7970710	ENSG00000126749.14_5
chr14	54559550	56558615	ENSG00000126777.17_39
chr14	58460455	60459401	ENSG00000126790.11_6
chr14	63503731	65501414	ENSG00000126804.13_3
chr17	31142596	33142098	ENSG00000126858.16_22
chr7	157856655	159334896	ENSG00000126870.15_24
chr9	130096904	132096242	ENSG00000126878.12_4
chr9	130125909	132125204	ENSG00000126883.16_32
chr19	3090538	5090190	ENSG00000126934.13_2
chr5	178678747	180678603	ENSG00000127022.14_3
chr1	758351	2308944	ENSG00000127054.20_2
chr9	91952753	93947201	ENSG00000127084.17_18
chr1	41456578	43455713	ENSG00000127125.8_4
chr9	135882311	137880269	ENSG00000127191.17_6
chr19	16292249	18291307	ENSG00000127220.5_6
chr3	192402184	194401811	ENSG00000127249.14_33
chr12	67610932	69609715	ENSG00000127314.17_4
chr12	66648470	68646275	ENSG00000127334.10_3
chr7	149322796	151322625	ENSG00000127399.14_6
chr4	68894	1986530	ENSG00000127415.12_3
chr4	68894	1931216	ENSG00000127419.16_9
chr19	8836522	10833364	ENSG00000127445.13_3
chr1	18215852	20214877	ENSG00000127463.13_13
chr1	18075880	20073150	ENSG00000127481.14_50
chr19	15355625	17354454	ENSG00000127527.13_20
chr19	15325886	17321868	ENSG00000127528.5_2
chr16	27622	1787405	ENSG00000127586.16_20
chr1	38081582	40080537	ENSG00000127603.23_109
chr19	9960958	11960307	ENSG00000127616.17_42
chr19	3969507	5968677	ENSG00000127663.14_15
chr19	3816327	5815243	ENSG00000127666.9_2
chr2	218250385	220248439	ENSG00000127824.13_3
chr2	217271428	219269288	ENSG00000127838.13_3
chr7	74915273	76899066	ENSG00000127948.15_17
chr7	75011962	76993535	ENSG00000127952.16_8
chr7	87270953	89270579	ENSG00000127954.12_2
chr7	93527009	95524150	ENSG00000127990.15_12
chr4	54346401	56345366	ENSG00000128039.10_3
chr4	55435891	57435457	ENSG00000128050.8_10
chr22	30944638	32943717	ENSG00000128245.14_3
chr22	22070446	24069766	ENSG00000128266.8_5
chr22	23418933	25417862	ENSG00000128271.21_9
chr22	36561287	38560161	ENSG00000128283.6_4
chr22	35140523	37139908	ENSG00000128284.19_10
chr22	36022232	38019535	ENSG00000128309.16_3
chr22	35226296	37225911	ENSG00000128335.13_5
chr22	36225567	38224050	ENSG00000128340.14_6
chr22	37955678	39952192	ENSG00000128383.12_7
chr22	38045580	40038753	ENSG00000128394.16_2
chr7	123822653	125822296	ENSG00000128513.14_18
chr7	127862908	129862621	ENSG00000128524.4_1
chr7	101363911	103361467	ENSG00000128563.13_3
chr7	130500925	132498641	ENSG00000128567.16_5
chr7	100315523	102311971	ENSG00000128581.15_3
chr7	127831205	129830327	ENSG00000128591.15_46
chr7	127739738	129739173	ENSG00000128595.16_7
chr7	128189718	130188574	ENSG00000128602.9_9
chr7	127937916	129937460	ENSG00000128604.19_14
chr7	122538048	124536884	ENSG00000128609.14_3
chr18	8334785	10334739	ENSG00000128791.11_4
chr10	48153262	49681221	ENSG00000128815.19_34
chr15	38935340	40934081	ENSG00000128829.11_38
chr15	51194452	53192164	ENSG00000128833.12_36
chr15	39529666	41527800	ENSG00000128891.15_5
chr15	39406536	41404734	ENSG00000128928.8_14
chr15	39383239	41381862	ENSG00000128944.13_9
chr15	51550938	53546787	ENSG00000128989.10_2
chr15	60853786	62852037	ENSG00000129003.15_82
chr15	72926912	74925345	ENSG00000129038.15_5
chr3	133478427	135474517	ENSG00000129055.12_2
chr3	128431154	130430489	ENSG00000129071.9_8
chr7	55064136	57063716	ENSG00000129103.17_9
chr4	167498961	169496118	ENSG00000129116.17_19
chr11	16789052	18787995	ENSG00000129158.10_13
chr4	181890842	183889773	ENSG00000129187.14_4
chr17	4419999	6418202	ENSG00000129197.14_5
chr17	6592460	8588960	ENSG00000129245.11_16
chr17	3998520	5997709	ENSG00000129250.11_2
chr8	131572098	133570254	ENSG00000129295.8_15
chr19	9553123	11552405	ENSG00000129347.19_15
chr19	9654690	11653681	ENSG00000129351.17_9
chr19	9604168	11601920	ENSG00000129353.14_2
chr19	9572830	11572345	ENSG00000129354.11_10
chr19	9567273	11566330	ENSG00000129355.6_2
chr8	16644259	18643766	ENSG00000129422.14_16
chr19	50012926	52011781	ENSG00000129451.11_5
chr19	49996035	51995269	ENSG00000129455.15_5
chr14	23318758	25318179	ENSG00000129467.13_17
chr14	30448024	32446036	ENSG00000129480.12_2
chr14	19880150	21342633	ENSG00000129484.13_2
chr14	33561646	35560508	ENSG00000129515.18_1
chr14	33515967	35515477	ENSG00000129518.8_4
chr14	32924359	34923844	ENSG00000129521.13_18
chr14	19880150	21801037	ENSG00000129538.13_2
chr14	21565171	23563861	ENSG00000129562.10_2
chr5	111878357	113876284	ENSG00000129625.12_4
chr17	75286218	77274006	ENSG00000129646.14_6
chr17	76088931	78088003	ENSG00000129657.14_6
chr17	75470979	77469733	ENSG00000129667.12_15
chr16	27622	1370555	ENSG00000129925.10_9
chr19	18321797	20319856	ENSG00000129933.20_5
chr19	226776	1415702	ENSG00000129946.10_3
chr19	876882	2874492	ENSG00000129968.15_2
chr19	397531	2396613	ENSG00000130005.12_1
chr6	168751645	170610647	ENSG00000130023.15_20
chr6	168704112	170612671	ENSG00000130024.14_7
chr19	10199716	12198924	ENSG00000130158.13_29
chr19	10505968	12505678	ENSG00000130159.13_7
chr19	10090702	12088940	ENSG00000130164.13_13
chr19	10436095	12435268	ENSG00000130175.9_13
chr13	113235160	114341521	ENSG00000130177.14_18
chr19	43906270	45905754	ENSG00000130203.9_2
chr19	43914392	45914171	ENSG00000130208.9_5
chr8	20920262	22919283	ENSG00000130227.16_28
chr19	37403334	39401239	ENSG00000130244.12_5
chr2	239713863	241713433	ENSG00000130294.15_43
chr19	16352684	18351220	ENSG00000130300.8_4
chr19	16403020	18402784	ENSG00000130303.12_3
chr19	16559849	18542034	ENSG00000130309.10_7
chr19	1322313	3321354	ENSG00000130332.14_2
chr6	156701751	158699674	ENSG00000130340.15_5
chr6	105572981	107571840	ENSG00000130347.12_7
chr6	106031877	108028145	ENSG00000130349.9_4
chr19	37647986	39647517	ENSG00000130402.11_10
chr11	7392325	9391129	ENSG00000130413.15_20
chr2	238892614	240892299	ENSG00000130414.11_15
chr7	98374745	100374211	ENSG00000130429.12_4
chr19	52992364	54991967	ENSG00000130433.7_2
chr19	17419071	19418012	ENSG00000130511.15_9
chr19	17306271	19305236	ENSG00000130520.10_2
chr19	48151296	50150591	ENSG00000130528.11_3
chr19	48158350	50157426	ENSG00000130529.15_16
chr22	42826236	44824088	ENSG00000130540.13_2
chr9	134075440	136075422	ENSG00000130558.19_6
chr9	134933108	136932658	ENSG00000130560.8_7
chr11	854510	2852370	ENSG00000130592.15_11
chr11	920193	2919262	ENSG00000130595.17_11
chr9	133642179	135641627	ENSG00000130635.15_67
chr16	27622	1151854	ENSG00000130656.4_3
chr19	38126750	40125108	ENSG00000130669.17_8
chr20	24674275	26336501	ENSG00000130684.13_4
chr1	25235176	27232198	ENSG00000130695.14_12
chr20	61308122	63307256	ENSG00000130702.15_18
chr20	61302306	63301036	ENSG00000130706.12_4
chr16	27622	1634326	ENSG00000130731.15_2
chr19	9932014	11920972	ENSG00000130733.10_7
chr19	9544084	11543845	ENSG00000130734.9_3
chr19	46046063	48045613	ENSG00000130748.6_3
chr19	38328458	40327563	ENSG00000130755.12_5
chr1	2779144	4778189	ENSG00000130764.9_4
chr1	26872807	28872046	ENSG00000130775.15_4
chr12	121837106	123833679	ENSG00000130787.13_11
chr19	9115264	11114839	ENSG00000130811.11_5
chr19	9134964	11133059	ENSG00000130816.14_9
chr19	52519583	54519416	ENSG00000130844.16_3
chr1	9032861	11032589	ENSG00000130939.18_12
chr9	95236319	97234767	ENSG00000130948.9_7
chr9	93561870	95557932	ENSG00000130957.4_5
chr9	95315610	97313420	ENSG00000130958.11_13
chr6	150240133	152239910	ENSG00000131016.16_4
chr6	151122519	153121660	ENSG00000131018.22_159
chr19	54072061	56071940	ENSG00000131037.14_16
chr20	34701421	36696925	ENSG00000131051.22_8
chr20	31225258	32637553	ENSG00000131055.4_4
chr20	33872437	35870677	ENSG00000131069.19_15
chr17	43903932	45902606	ENSG00000131095.12_12
chr22	16592176	18543608	ENSG00000131100.12_3
chr19	42607515	44607097	ENSG00000131116.11_2
chr16	84799262	86796924	ENSG00000131143.8_4
chr16	84772178	86771433	ENSG00000131148.8_4
chr1	39040324	41039350	ENSG00000131236.16_3
chr1	39071619	41069507	ENSG00000131238.16_12
chr19	16050217	18049654	ENSG00000131351.14_7
chr3	14042657	16042375	ENSG00000131368.7_3
chr3	14255790	16254128	ENSG00000131370.15_8
chr3	14561296	16560065	ENSG00000131373.14_9
chr3	15313936	17313320	ENSG00000131378.13_19
chr3	15174922	17173948	ENSG00000131386.17_4
chr5	131259054	133256415	ENSG00000131435.12_4
chr5	131693513	133692295	ENSG00000131437.15_15
chr5	179787023	181287438	ENSG00000131446.16_9
chr5	179300996	181287438	ENSG00000131459.12_19
chr17	41824567	43823616	ENSG00000131467.10_12
chr17	41998561	43997776	ENSG00000131469.12_2
chr17	40867129	42862717	ENSG00000131473.16_15
chr17	41759264	43757847	ENSG00000131477.10_3
chr5	139402489	141401255	ENSG00000131503.20_36
chr5	140521235	142514696	ENSG00000131504.15_33
chr5	141110064	143107171	ENSG00000131507.10_8
chr5	138527445	140514829	ENSG00000131508.15_10
chr11	69271730	71270085	ENSG00000131626.16_24
chr9	92121598	94121104	ENSG00000131669.9_4
chr1	4863038	6862432	ENSG00000131697.17_27
chr5	80233474	82231443	ENSG00000131730.15_9
chr17	39475835	41474970	ENSG00000131746.12_3
chr17	38637298	40635229	ENSG00000131748.15_20
chr17	39310074	41308842	ENSG00000131759.17_6
chr15	100177236	101931064	ENSG00000131873.5_5
chr15	100281578	101931064	ENSG00000131876.16_4
chr19	28699343	30698317	ENSG00000131943.17_3
chr14	57201005	59199558	ENSG00000131966.13_6
chr14	54124432	56123002	ENSG00000131981.15_3
chr19	12932637	14930926	ENSG00000132000.11_2
chr19	12958584	14952424	ENSG00000132017.10_4
chr1	45262156	47260415	ENSG00000132128.16_4
chr3	46805324	48800931	ENSG00000132153.14_4
chr3	11583728	13582669	ENSG00000132155.11_8
chr3	11287399	13286447	ENSG00000132170.19_6
chr1	160707071	162706908	ENSG00000132185.16_2
chr18	49625	1670018	ENSG00000132199.18_18
chr16	29194364	31184784	ENSG00000132207.17_5
chr11	4663643	6663280	ENSG00000132256.18_11
chr11	4690630	6689262	ENSG00000132274.15_9
chr11	5595105	7595002	ENSG00000132275.10_3
chr11	5481473	7481081	ENSG00000132286.11_2
chr8	130905067	132901280	ENSG00000132294.14_22
chr2	85106267	87104563	ENSG00000132300.18_14
chr2	85144971	87143712	ENSG00000132305.20_7
chr2	237171571	239169815	ENSG00000132323.8_9
chr2	236858940	238855554	ENSG00000132329.10_5
chr2	237061367	239060396	ENSG00000132330.16_7
chr5	39760113	41753992	ENSG00000132356.11_6
chr17	769044	2761718	ENSG00000132386.10_2
chr3	127153625	129147132	ENSG00000132394.10_3
chr6	98370076	100368738	ENSG00000132423.11_6
chr4	69816001	71815527	ENSG00000132463.13_10
chr17	74721681	76720677	ENSG00000132470.13_36
chr17	74846437	76844492	ENSG00000132471.11_8
chr17	74785069	76778743	ENSG00000132478.9_3
chr17	74874966	76873569	ENSG00000132481.6_4
chr1	70063401	72063051	ENSG00000132485.13_10
chr17	6840033	8839857	ENSG00000132510.10_1
chr17	6187317	8185294	ENSG00000132535.18_19
chr8	97103891	99099684	ENSG00000132541.10_3
chr8	96870862	98868704	ENSG00000132561.13_10
chr17	27879388	29879308	ENSG00000132589.15_5
chr16	67313837	69310714	ENSG00000132600.16_17
chr16	68311788	70310032	ENSG00000132612.15_1
chr16	69661686	71661127	ENSG00000132613.14_2
chr1	154688174	156687793	ENSG00000132676.15_4
chr1	155372400	157369182	ENSG00000132677.12_7
chr1	155642056	157640650	ENSG00000132692.18_13
chr1	156746292	158745516	ENSG00000132704.15_10
chr1	159216273	161215268	ENSG00000132716.18_3
chr11	66664541	68661905	ENSG00000132746.14_14
chr1	44341492	46339550	ENSG00000132773.11_11
chr1	44584032	46583821	ENSG00000132780.16_2
chr1	44332372	46326388	ENSG00000132781.17_16
chr20	36695014	38693614	ENSG00000132792.18_2
chr20	43198791	45195038	ENSG00000132823.10_3
chr20	43498548	45495909	ENSG00000132824.13_10
chr1	60742725	62740556	ENSG00000132849.19_34
chr1	10654379	12652354	ENSG00000132879.13_1
chr1	14491535	16490815	ENSG00000132906.17_7
chr13	18823659	20823118	ENSG00000132950.18_5
chr13	29714764	31712610	ENSG00000132965.9_6
chr13	25558353	27557366	ENSG00000132970.12_9
chr17	16506256	18421586	ENSG00000133027.17_14
chr17	16042632	18041035	ENSG00000133030.20_31
chr1	204791934	206789071	ENSG00000133065.10_8
chr13	35301754	37301466	ENSG00000133104.12_4
chr13	41886473	43886334	ENSG00000133106.14_14
chr13	36562772	38561892	ENSG00000133110.14_20
chr13	32103465	34102987	ENSG00000133121.20_4
chr17	72208779	74206483	ENSG00000133193.12_5
chr19	985464	2984462	ENSG00000133243.8_13
chr19	54339958	56339275	ENSG00000133247.13_3
chr11	62998731	64994307	ENSG00000133315.10_10
chr11	62683116	64680722	ENSG00000133318.13_2
chr16	14767107	16702847	ENSG00000133392.17_40
chr16	14873824	16865653	ENSG00000133393.12_5
chr22	22957448	24956996	ENSG00000133433.10_3
chr22	22856929	24856694	ENSG00000133460.19_7
chr7	139453805	141452880	ENSG00000133606.10_4
chr7	150086045	152081923	ENSG00000133612.18_22
chr12	91141033	93139694	ENSG00000133639.4_2
chr10	79078894	81074668	ENSG00000133678.13_8
chr12	28504200	30500594	ENSG00000133687.15_13
chr5	147028130	149024357	ENSG00000133710.15_34
chr11	8664138	10664037	ENSG00000133789.14_4
chr11	9308791	11308285	ENSG00000133805.15_25
chr11	8778957	10777888	ENSG00000133812.15_35
chr11	11094101	13093862	ENSG00000133816.13_28
chr5	118453341	120452195	ENSG00000133835.14_22
chr12	70609580	72608188	ENSG00000133858.15_29
chr8	29065210	31062079	ENSG00000133872.13_3
chr11	64335476	66332959	ENSG00000133884.9_6
chr14	90065448	92059127	ENSG00000133943.20_26
chr14	72275875	74274745	ENSG00000133961.19_13
chr14	69325779	71323145	ENSG00000133983.14_3
chr8	22297592	24296936	ENSG00000134013.15_20
chr8	27090016	29089252	ENSG00000134014.16_22
chr18	47539064	49538315	ENSG00000134030.13_7
chr18	53151830	55150935	ENSG00000134046.11_5
chr5	68167403	70157890	ENSG00000134057.14_5
chr5	68235159	70157890	ENSG00000134058.11_3
chr3	8363047	10361889	ENSG00000134077.15_8
chr3	3979295	5978913	ENSG00000134107.4_4
chr3	4122590	6121376	ENSG00000134108.12_6
chr1	108695523	110686930	ENSG00000134184.12_7
chr1	107693097	109676500	ENSG00000134186.11_2
chr1	114048357	116047522	ENSG00000134198.9_3
chr1	108712050	110709915	ENSG00000134201.10_2
chr1	118748759	120150648	ENSG00000134240.11_9
chr1	109401271	111397087	ENSG00000134248.13_1
chr1	110140335	112138880	ENSG00000134255.13_7
chr1	112894847	114890131	ENSG00000134262.12_4
chr12	41238556	43238399	ENSG00000134283.17_10
chr12	47921683	49920988	ENSG00000134285.10_8
chr12	47936846	49934953	ENSG00000134287.9_8
chr12	46963729	48963564	ENSG00000134291.11_2
chr12	45358534	47357092	ENSG00000134294.13_5
chr2	8584172	10583736	ENSG00000134308.13_6
chr2	8954776	10951654	ENSG00000134317.17_14
chr2	10180025	12178340	ENSG00000134318.13_2
chr2	10678233	12677503	ENSG00000134324.11_14
chr2	8473786	10473158	ENSG00000134330.18_4
chr11	17394578	19393808	ENSG00000134333.13_5
chr5	54935938	56933826	ENSG00000134352.19_9
chr16	17782054	19781276	ENSG00000134419.15_3
chr18	61187267	63185025	ENSG00000134444.13_32
chr10	4890457	6889751	ENSG00000134452.19_21
chr10	10742390	12742365	ENSG00000134463.14_3
chr10	4943852	6943045	ENSG00000134470.20_6
chr18	22197478	24197073	ENSG00000134490.13_15
chr5	168646350	170635654	ENSG00000134516.15_34
chr11	46216180	48213372	ENSG00000134574.11_10
chr1	29932320	31927977	ENSG00000134644.15_22
chr1	32338181	34322542	ENSG00000134686.18_13
chr1	36567527	38566251	ENSG00000134697.12_9
chr1	51058318	53055354	ENSG00000134717.17_7
chr1	51410177	53407883	ENSG00000134744.13_21
chr18	30059135	32058625	ENSG00000134755.14_16
chr18	35131161	37127953	ENSG00000134759.13_8
chr18	33493858	35492994	ENSG00000134769.21_29
chr18	35297960	37297458	ENSG00000134775.15_12
chr18	35777649	37777576	ENSG00000134779.14_14
chr11	56407413	58406694	ENSG00000134802.17_6
chr19	46350798	48349183	ENSG00000134815.18_6
chr4	54396251	56393690	ENSG00000134851.12_7
chr4	53229400	55228254	ENSG00000134853.11_21
chr13	109307079	111305738	ENSG00000134871.17_32
chr13	98201273	100200208	ENSG00000134882.15_10
chr13	109641903	111641406	ENSG00000134905.16_8
chr11	124591861	126591315	ENSG00000134910.12_16
chr5	110663807	112661675	ENSG00000134986.13_8
chr5	110092198	112091598	ENSG00000134987.11_22
chr9	74092173	76087802	ENSG00000134996.11_9
chr9	82660328	84658259	ENSG00000135018.13_9
chr9	72152499	74151610	ENSG00000135046.13_2
chr9	70685323	72683196	ENSG00000135048.13_8
chr9	68339355	70324209	ENSG00000135063.17_12
chr9	77298204	79296152	ENSG00000135069.13_8
chr9	85267600	87263863	ENSG00000135070.14_3
chr12	117149906	119149561	ENSG00000135090.13_8
chr12	113670594	115669217	ENSG00000135111.15_3
chr12	120212167	122209153	ENSG00000135124.14_7
chr7	79369771	81369497	ENSG00000135218.17_25
chr7	127459234	129454354	ENSG00000135245.9_2
chr7	104111776	106110521	ENSG00000135250.16_21
chr7	127862908	129862086	ENSG00000135253.13_39
chr7	115210510	117209273	ENSG00000135269.17_6
chr7	113926305	115919005	ENSG00000135272.10_8
chr6	72461892	74461428	ENSG00000135297.15_13
chr6	89518174	91513486	ENSG00000135341.17_15
chr6	86087932	88085343	ENSG00000135346.8_5
chr11	44929426	46925815	ENSG00000135365.15_24
chr11	33621827	35620882	ENSG00000135373.12_13
chr12	52632782	54628344	ENSG00000135390.17_2
chr12	54684801	56683831	ENSG00000135424.15_4
chr12	54720785	56720316	ENSG00000135437.9_3
chr12	54717776	56713370	ENSG00000135441.7_3
chr12	50094764	52093278	ENSG00000135457.9_13
chr12	55272164	57262922	ENSG00000135469.13_2
chr12	48866902	50865907	ENSG00000135472.8_14
chr12	53283030	55279224	ENSG00000135486.17_9
chr12	56623731	58619040	ENSG00000135502.17_10
chr12	50952790	52951046	ENSG00000135503.12_10
chr12	56699312	58686034	ENSG00000135506.15_4
chr6	108366620	110365690	ENSG00000135535.15_7
chr6	134284695	136274614	ENSG00000135541.20_31
chr6	108445865	110443995	ENSG00000135596.17_15
chr6	137905965	139903452	ENSG00000135597.18_20
chr4	47135864	49091180	ENSG00000135605.12_15
chr2	72228208	74227164	ENSG00000135617.3_3
chr2	72233475	74231106	ENSG00000135624.15_11
chr2	72073866	74071905	ENSG00000135631.16_6
chr2	70453818	72453580	ENSG00000135636.13_58
chr12	61261873	63260253	ENSG00000135655.15_18
chr12	63713518	65713377	ENSG00000135677.10_2
chr12	67842347	69842151	ENSG00000135678.11_6
chr16	84028193	86026973	ENSG00000135709.12_11
chr16	65721291	67713403	ENSG00000135720.12_15
chr16	66230810	68229055	ENSG00000135723.13_18
chr1	232614437	234611946	ENSG00000135750.14_2
chr1	230363822	232363678	ENSG00000135766.8_5
chr1	179973050	181969627	ENSG00000135823.13_8
chr1	181789380	183785997	ENSG00000135838.13_15
chr1	172931446	174929475	ENSG00000135870.11_18
chr2	229167339	231166503	ENSG00000135899.17_5
chr2	223765986	225764368	ENSG00000135905.18_51
chr2	229864705	231863822	ENSG00000135916.15_6
chr2	222975117	224974604	ENSG00000135919.12_8
chr2	218279366	220279249	ENSG00000135924.15_8
chr2	217274893	219273864	ENSG00000135926.14_3
chr2	231550307	233549558	ENSG00000135930.13_10
chr2	96647714	98644933	ENSG00000135940.6_3
chr2	96114374	98113472	ENSG00000135976.17_53
chr12	107562593	109562388	ENSG00000136003.15_5
chr12	102587452	104586790	ENSG00000136011.14_63
chr12	104175141	106172669	ENSG00000136044.11_12
chr12	100877675	102877068	ENSG00000136048.13_2
chr12	104109010	106106825	ENSG00000136051.13_29
chr3	36988684	38987908	ENSG00000136059.14_17
chr3	57009126	59006987	ENSG00000136068.14_27
chr13	51133979	53132324	ENSG00000136098.16_12
chr13	51412974	53412382	ENSG00000136100.12_2
chr13	49909792	51908958	ENSG00000136104.19_2
chr13	45556002	47553119	ENSG00000136141.14_22
chr13	47054714	49050241	ENSG00000136146.14_5
chr13	48496038	50494935	ENSG00000136147.17_4
chr13	44464982	46464887	ENSG00000136152.14_3
chr13	74620831	76618779	ENSG00000136153.19_35
chr13	76536028	78535210	ENSG00000136155.16_19
chr13	79335983	81335906	ENSG00000136158.11_2
chr13	45126548	47124392	ENSG00000136167.13_23
chr7	22237827	24235134	ENSG00000136235.15_9
chr7	5374971	7374185	ENSG00000136238.17_6
