Enseml.Gene.Id	Enseml.Prot.Id	UniProt.Id
ENSG00000183722.9	ENSP00000368908.3	Q9Y693
ENSG00000183735.11	ENSP00000329967.5	Q9UHD2
ENSG00000183741.12	ENSP00000384490.3	O95503
ENSG00000183742.13	ENSP00000383185.3	Q6ZN28
ENSG00000183751.16	ENSP00000454836.1	Q12788
ENSG00000183763.9	ENSP00000328203.2	Q9BWF2
ENSG00000183814.16	ENSP00000505590.1	Q5TKA1
ENSG00000183831.7	ENSP00000331268.2	Q5TZF3
ENSG00000183921.8	ENSP00000473474.2	A6NKP2
ENSG00000184007.22	ENSP00000493688.1	Q12974
ENSG00000184012.14	ENSP00000330330.5	O15393
ENSG00000184060.11	ENSP00000329468.3	Q9NPF8
ENSG00000184227.8	ENSP00000311224.4	Q86TX2
ENSG00000184254.17	ENSP00000332256.5	P47895
ENSG00000256797.1	ENSP00000438244.1	D3W0D1
ENSG00000184384.14	ENSP00000434552.1	Q8IZL2
ENSG00000184445.12	ENSP00000328236.6	P50748
ENSG00000184459.10	ENSP00000300399.3	Q8NFQ6
ENSG00000228570.8	ENSP00000407521.2	B1AL46
ENSG00000184949.18	ENSP00000445093.1	F5H4B4
ENSG00000184956.16	ENSP00000406861.2	Q6W4X9
ENSG00000184979.10	ENSP00000215794.7	Q9UMW8
ENSG00000184983.11	ENSP00000418842.3	P56556
ENSG00000184992.13	ENSP00000340761.7	Q8WY22
ENSG00000184999.13	ENSP00000327569.6	Q63ZE4
ENSG00000185038.15	ENSP00000374408.3	A6NES4
ENSG00000185040.14	ENSP00000487772.2	
ENSG00000185052.13	ENSP00000333519.5	Q9HC58
ENSG00000185104.21	ENSP00000379457.2	Q9UNN5
ENSG00000185267.10	ENSP00000419395.1	Q49AH0
ENSG00000185269.12	ENSP00000387310.3	Q6P988
ENSG00000185272.14	ENSP00000383421.3	P57052
ENSG00000185298.13	ENSP00000329360.8	Q6PK04
ENSG00000185361.9	ENSP00000331827.3	Q8WVP5
ENSG00000185522.9	ENSP00000331167.3	Q8IXW0
ENSG00000185559.16	ENSP00000340292.4	P80370
ENSG00000185585.20	ENSP00000362682.3	Q68BL7
ENSG00000185640.6	ENSP00000328358.5	Q5XKE5
ENSG00000185664.15	ENSP00000448828.1	P40967
ENSG00000185811.20	ENSP00000331614.3	Q13422
ENSG00000185838.14	ENSP00000331313.6	Q9BYB4
ENSG00000185842.16	ENSP00000508305.1	Q0VDD8
ENSG00000186007.10	ENSP00000356121.4	Q68G75
ENSG00000186026.7	ENSP00000411032.2	Q2VY69
ENSG00000186047.11	ENSP00000427177.1	Q6UYE1
ENSG00000186075.13	ENSP00000335384.5	Q6X784
ENSG00000186185.14	ENSP00000465992.1	Q86Y91
ENSG00000186187.12	ENSP00000335091.4	Q8ND25
ENSG00000186193.9	ENSP00000386348.3	Q86UD0
ENSG00000186198.4	ENSP00000335292.2	Q86UW2
ENSG00000186453.13	ENSP00000295150.3	Q86W67
ENSG00000186474.16	ENSP00000508282.1	Q9UKR0
ENSG00000186523.15	ENSP00000407067.2	Q8N7N1
ENSG00000186204.15	ENSP00000448998.1	Q9HCS2
ENSG00000186638.17	ENSP00000384433.1	Q5T7B8
ENSG00000186687.16	ENSP00000368688.4	Q5U5X0
ENSG00000186732.14	ENSP00000400686.1	O15442
ENSG00000186827.11	ENSP00000368538.3	P43489
ENSG00000186838.14	ENSP00000333956.4	
ENSG00000186862.20	ENSP00000480489.1	Q9H5P4
ENSG00000186891.14	ENSP00000368570.2	Q9Y5U5
ENSG00000187242.6	ENSP00000251643.4	Q99456
ENSG00000187257.16	ENSP00000334040.7	Q6PCB5
ENSG00000187492.9	ENSP00000391409.2	A6H8M9
ENSG00000187510.11	ENSP00000344961.5	Q32Q52
ENSG00000187535.14	ENSP00000406012.2	Q96RY7
ENSG00000187595.17	ENSP00000509658.1	
ENSG00000187642.10	ENSP00000414022.3	Q5SV97
ENSG00000187758.8	ENSP00000209668.2	P07327
ENSG00000187790.12	ENSP00000267430.5	Q8IYD8
ENSG00000187848.15	ENSP00000494644.1	Q9UBL9
ENSG00000187889.13	ENSP00000345972.6	Q5VWT5
ENSG00000187905.11	ENSP00000394078.2	Q6ZQY2
ENSG00000187922.14	ENSP00000418491.1	Q6JVE6
ENSG00000187987.10	ENSP00000289788.4	Q3MJ62
ENSG00000188010.16	ENSP00000494143.2	Q502X0
ENSG00000188037.14	ENSP00000339867.2	P35523
ENSG00000140153.18	ENSP00000341037.3	Q8TBZ3
ENSG00000189090.8	ENSP00000413896.2	B3EWG6
ENSG00000188293.6	ENSP00000415823.1	Q6UW32
ENSG00000188385.13	ENSP00000508932.1	Q5VZ66
ENSG00000188389.11	ENSP00000335062.5	Q15116
ENSG00000188393.9	ENSP00000396163.1	Q6UVW9
ENSG00000188452.15	ENSP00000386725.3	Q49MI3
ENSG00000188488.14	ENSP00000333203.7	P05154
ENSG00000188501.12	ENSP00000512002.1	Q6UWM7
ENSG00000206172.8	ENSP00000322421.5	P69905
ENSG00000188549.13	ENSP00000380670.3	
ENSG00000188559.16	ENSP00000202677.6	Q2PPJ7
ENSG00000188566.15	ENSP00000507194.1	Q9UHB4
ENSG00000188611.17	ENSP00000506746.1	Q9NR71
ENSG00000188674.11	ENSP00000343171.4	Q0P641
ENSG00000188687.18	ENSP00000377587.2	Q9BY07
ENSG00000188730.5	ENSP00000341819.3	Q2TAL6
ENSG00000188760.11	ENSP00000362990.3	Q66K66
ENSG00000188761.13	ENSP00000376992.3	Q5TBC7
ENSG00000188803.15	ENSP00000390084.3	Q6ZSJ9
ENSG00000188827.11	ENSP00000294008.3	Q8IY92
ENSG00000188868.14	ENSP00000293725.5	Q8TA94
ENSG00000188897.10	ENSP00000512464.1	M0QZD8
ENSG00000188921.14	ENSP00000419503.1	Q5VWC8
ENSG00000188981.11	ENSP00000411584.2	Q6ZTZ1
ENSG00000189057.11	ENSP00000341565.3	Q6SJ93
ENSG00000189152.11	ENSP00000437409.2	Q8TC17
ENSG00000189283.10	ENSP00000418582.1	P49789
ENSG00000189320.9	ENSP00000342336.3	Q6UWF9
ENSG00000189350.13	ENSP00000368876.3	Q6ZUX3
ENSG00000189409.14	ENSP00000348308.5	O75900
ENSG00000189410.12	ENSP00000406026.2	Q6ZV89
ENSG00000189430.13	ENSP00000291890.3	O76036
ENSG00000196092.14	ENSP00000350844.4	Q02548
ENSG00000196118.12	ENSP00000437532.1	A1A4V9
ENSG00000196169.15	ENSP00000374566.4	Q2TAC6
ENSG00000196188.12	ENSP00000350911.2	P14091
ENSG00000196214.11	ENSP00000409652.1	Q5HY98
ENSG00000196220.17	ENSP00000373347.3	O43295
ENSG00000196284.17	ENSP00000360514.1	O75486
ENSG00000196344.12	ENSP00000414254.2	P40394
ENSG00000196365.12	ENSP00000353826.2	P36776
ENSG00000196396.10	ENSP00000360683.3	P18031
ENSG00000196407.12	ENSP00000357807.4	Q8N1Q8
ENSG00000196415.10	ENSP00000234347.3	P24158
ENSG00000196421.9	ENSP00000489747.1	A0A1B0GTL2
ENSG00000185864.18	ENSP00000507812.1	C9JG80
ENSG00000196455.8	ENSP00000349205.3	Q99570
ENSG00000196503.5	ENSP00000492671.3	
ENSG00000196526.11	ENSP00000410689.1	Q8N556
ENSG00000196550.11	ENSP00000356096.3	Q5TYM5
ENSG00000196584.3	ENSP00000352271.1	O43543
ENSG00000196611.6	ENSP00000322788.6	P03956
ENSG00000196620.10	ENSP00000341045.5	P54855
ENSG00000196876.18	ENSP00000487583.2	Q9UQD0
ENSG00000196968.11	ENSP00000361932.3	Q495W5
ENSG00000197020.12	ENSP00000351042.5	Q8IYN0
ENSG00000197056.11	ENSP00000352920.4	Q5SVZ6
ENSG00000197070.14	ENSP00000360475.4	Q8N5I2
ENSG00000197079.9	ENSP00000246639.3	Q92764
ENSG00000197299.13	ENSP00000347232.3	P54132
ENSG00000197355.11	ENSP00000386935.3	Q3KQV9
ENSG00000197362.15	ENSP00000417470.1	Q8N393
ENSG00000197417.9	ENSP00000225519.3	
ENSG00000197442.10	ENSP00000351908.4	Q99683
ENSG00000197465.14	ENSP00000351430.4	P15421
ENSG00000197561.7	ENSP00000263621.1	P08246
ENSG00000197580.13	ENSP00000350314.5	Q9BYV7
ENSG00000197601.13	ENSP00000346874.3	Q8WVX9
ENSG00000197616.13	ENSP00000386041.3	P13533
ENSG00000197696.10	ENSP00000353664.3	P08949
ENSG00000197798.9	ENSP00000433343.1	Q9BPY3
ENSG00000197838.5	ENSP00000332679.1	Q16696
ENSG00000197859.11	ENSP00000498961.2	Q86TH1
ENSG00000197905.10	ENSP00000352926.3	Q15561
ENSG00000197933.13	ENSP00000340683.5	P16415
ENSG00000197953.6	ENSP00000348911.3	Q6P093
ENSG00000197977.4	ENSP00000346693.3	Q9NXB9
ENSG00000197993.9	ENSP00000347409.2	P23276
ENSG00000198040.11	ENSP00000445549.1	P51523
ENSG00000198075.10	ENSP00000272452.2	O75897
ENSG00000198077.11	ENSP00000301146.4	P20853
ENSG00000198182.13	ENSP00000347338.2	Q96SK3
ENSG00000198203.10	ENSP00000251481.6	O00338
ENSG00000198216.13	ENSP00000356545.2	Q15878
ENSG00000198464.14	ENSP00000471754.1	Q8WV37
ENSG00000198356.12	ENSP00000349887.3	O43681
ENSG00000198515.16	ENSP00000426862.3	
ENSG00000198554.12	ENSP00000353793.3	O75717
ENSG00000198574.6	ENSP00000356906.2	O14796
ENSG00000198734.12	ENSP00000356771.3	P12259
ENSG00000198739.11	ENSP00000355187.3	Q86VH5
ENSG00000198740.9	ENSP00000416305.2	Q9Y2D9
ENSG00000198746.13	ENSP00000354645.5	Q96I76
ENSG00000198756.12	ENSP00000354960.4	Q8IYK4
ENSG00000198799.12	ENSP00000355396.4	O94898
ENSG00000198805.12	ENSP00000354532.6	P00491
ENSG00000198821.11	ENSP00000354782.5	P20963
ENSG00000198826.11	ENSP00000355090.3	Q6P4F7
ENSG00000198839.10	ENSP00000354501.3	Q9NRM2
ENSG00000198842.10	ENSP00000354483.2	Q5VZP5
ENSG00000198846.6	ENSP00000354842.1	O94900
ENSG00000198851.10	ENSP00000354566.4	P07766
ENSG00000198876.13	ENSP00000355114.3	Q5T6F0
ENSG00000198879.13	ENSP00000380353.1	Q5VUG0
ENSG00000198945.8	ENSP00000354526.2	Q96JM7
ENSG00000198959.12	ENSP00000355330.2	P21980
ENSG00000203705.11	ENSP00000355941.4	Q17R31
ENSG00000203797.12	ENSP00000357920.4	Q99489
ENSG00000203805.11	ENSP00000381302.1	Q5VZY2
ENSG00000203837.5	ENSP00000358232.3	Q17RR3
ENSG00000203995.10	ENSP00000360583.1	Q6WRX3
ENSG00000204021.5	ENSP00000383900.1	Q5VXJ0
ENSG00000204147.11	ENSP00000496089.1	P0C7U1
ENSG00000204176.14	ENSP00000363441.4	Q9BQS2
ENSG00000204179.11	ENSP00000363459.3	Q4JDL3
ENSG00000204248.12	ENSP00000339915.2	P13942
ENSG00000204278.13	ENSP00000402790.2	A6NFC5
	ENSP00000513252.1	
ENSG00000204424.10	ENSP00000364992.5	Q5SQ64
ENSG00000204524.7	ENSP00000412999.1	Q5CZA5
ENSG00000204538.4	ENSP00000259845.4	Q9UIG4
ENSG00000204540.11	ENSP00000259881.9	Q9UIG5
ENSG00000204740.11	ENSP00000412763.3	Q5VYJ5
ENSG00000204764.14	ENSP00000427975.1	Q9H2T7
ENSG00000204839.9	ENSP00000381857.3	A6NGR9
ENSG00000204866.9	ENSP00000366922.3	Q6UWQ7
ENSG00000204889.11	ENSP00000366984.4	Q6A162
ENSG00000204897.7	ENSP00000310573.4	Q7Z3Z0
ENSG00000205078.6	ENSP00000367911.4	A8MT33
ENSG00000205090.9	ENSP00000368007.4	Q5SV17
ENSG00000205143.5	ENSP00000368189.2	A6NKF2
ENSG00000205155.8	ENSP00000468411.1	Q9NZ42
ENSG00000205277.10	ENSP00000441929.1	Q9UKN1
ENSG00000205307.12	ENSP00000481773.2	Q8TEE9
ENSG00000205639.12	ENSP00000342501.4	A6NFX1
ENSG00000205678.8	ENSP00000370607.3	Q5HYJ1
ENSG00000205784.4	ENSP00000498235.1	A6NEK1
ENSG00000205838.14	ENSP00000422188.1	Q6PF05
ENSG00000206072.13	ENSP00000441497.1	
ENSG00000206073.11	ENSP00000343445.5	P48594
ENSG00000206384.11	ENSP00000351310.6	A6NMZ7
ENSG00000206535.8	ENSP00000373191.3	A1A4G5
ENSG00000206559.8	ENSP00000373278.2	Q504Y3
ENSG00000206561.14	ENSP00000373298.3	Q9Y215
ENSG00000213064.10	ENSP00000271375.3	O95562
ENSG00000213160.10	ENSP00000376419.2	Q8NBE8
ENSG00000213221.5	ENSP00000360803.3	Q5SXM8
ENSG00000213281.5	ENSP00000358548.4	P01111
ENSG00000213341.11	ENSP00000359424.6	O15111
ENSG00000213347.11	ENSP00000401867.2	Q9BW11
ENSG00000213420.8	ENSP00000292377.2	Q8N158
ENSG00000213471.10	ENSP00000493387.1	A6NNM8
ENSG00000109181.12	ENSP00000265403.7	P36537
ENSG00000213889.11	ENSP00000397050.2	Q8N819
ENSG00000213927.4	ENSP00000259631.4	Q9Y4X3
ENSG00000213931.7	ENSP00000380104.2	P02100
ENSG00000213996.13	ENSP00000374014.2	Q9BZW4
ENSG00000214491.9	ENSP00000385695.1	B5MCN3
ENSG00000214517.10	ENSP00000329867.8	Q9Y570
ENSG00000214711.10	ENSP00000385247.3	A8MX76
ENSG00000214946.15	ENSP00000410111.3	Q86UD7
ENSG00000215045.9	ENSP00000397351.2	A4D2P6
ENSG00000215187.13	ENSP00000382646.2	A8MTA8
ENSG00000215644.10	ENSP00000383558.3	P47871
ENSG00000215883.11	ENSP00000434343.1	Q6IPT4
ENSG00000216490.4	ENSP00000384886.1	P13284
ENSG00000217128.13	ENSP00000421985.1	Q8TF40
ENSG00000219435.6	ENSP00000491717.1	Q9NTU4
ENSG00000221946.8	ENSP00000270310.2	P58549
ENSG00000221986.7	ENSP00000349678.1	A2RUH7
ENSG00000223547.10	ENSP00000392024.3	Q08AG5
ENSG00000224383.8	ENSP00000400986.1	P0C7W0
ENSG00000186529.16	ENSP00000221307.6	Q08477
ENSG00000170364.13	ENSP00000373354.3	Q53H47
ENSG00000227471.9	ENSP00000389289.1	C9JRZ8
ENSG00000011485.15	ENSP00000012443.4	P53041
ENSG00000235169.11	ENSP00000496314.2	B2RUZ4
ENSG00000235173.7	ENSP00000321320.5	Q9BTY7
ENSG00000235453.12	ENSP00000508648.1	A0A1B0GUW7
ENSG00000236279.7	ENSP00000390661.2	P0C7M8
ENSG00000236543.3	ENSP00000490264.2	A0A1B0GUV8
ENSG00000237440.9	ENSP00000395733.3	O75373
ENSG00000162430.18	ENSP00000355141.2	
ENSG00000240303.8	ENSP00000264990.6	Q709F0
ENSG00000240505.9	ENSP00000261652.2	O14836
ENSG00000241322.11	ENSP00000379242.4	O95170
ENSG00000241935.9	ENSP00000359680.4	Q86XE5
ENSG00000242852.7	ENSP00000380840.3	Q8N972
ENSG00000243364.8	ENSP00000357394.3	P52798
ENSG00000243566.7	ENSP00000334938.3	Q9BT76
ENSG00000243660.12	ENSP00000392335.2	
ENSG00000243667.7	ENSP00000295121.6	Q96MX6
ENSG00000244067.3	ENSP00000420168.1	P09210
ENSG00000246922.10	ENSP00000454012.1	F5GYI3
ENSG00000248385.8	ENSP00000439454.1	B6A8C7
ENSG00000248746.6	ENSP00000426797.1	Q08043
ENSG00000271321.1	ENSP00000474388.1	Q86UF2
ENSG00000250506.9	ENSP00000400088.1	Q00526
ENSG00000250510.8	ENSP00000311528.3	Q16538
ENSG00000250799.11	ENSP00000499779.1	Q9UF12
ENSG00000253293.6	ENSP00000283921.4	P31260
ENSG00000253831.3	ENSP00000430271.1	Q6ZN32
ENSG00000254415.4	ENSP00000354090.5	Q08ET2
ENSG00000254521.7	ENSP00000291707.3	Q96PQ1
ENSG00000254685.8	ENSP00000359935.4	
ENSG00000196433.13	ENSP00000370639.3	P46597
ENSG00000255587.9	ENSP00000481054.1	Q7Z6P3
ENSG00000255974.8	ENSP00000301141.4	P11509
ENSG00000256043.5	ENSP00000414904.3	P43234
ENSG00000256229.8	ENSP00000335042.7	Q96H40
ENSG00000256870.3	ENSP00000445340.2	Q8N695
ENSG00000257591.6	ENSP00000394380.2	
ENSG00000176476.9	ENSP00000316114.3	Q96ES7
ENSG00000258227.7	ENSP00000449999.1	Q9NY25
ENSG00000258405.11	ENSP00000459216.1	Q96N58
ENSG00000258839.4	ENSP00000451605.1	Q01726
ENSG00000259384.7	ENSP00000312673.5	P01241
ENSG00000259803.8	ENSP00000508250.1	
ENSG00000259823.6	ENSP00000466070.2	Q6UX82
ENSG00000260220.7	ENSP00000492326.1	A0A096LP49
ENSG00000260230.5	ENSP00000477141.2	
ENSG00000260456.7	ENSP00000455079.2	Q9H693
ENSG00000260903.3	ENSP00000477059.1	Q5GH72
ENSG00000262484.2	ENSP00000460665.1	I3L3R5
ENSG00000262814.8	ENSP00000333837.3	P52815
ENSG00000263639.7	ENSP00000463092.1	P08118
ENSG00000267221.3	ENSP00000490245.1	A0A1B0GUU1
ENSG00000268041.3	ENSP00000491574.1	A0A1W2PQ73
ENSG00000269190.6	ENSP00000292852.3	Q96EF6
ENSG00000272514.6	ENSP00000358575.4	Q8IYR0
ENSG00000272674.4	ENSP00000477314.1	
ENSG00000272886.6	ENSP00000476386.1	Q9NPI6
ENSG00000274209.6	ENSP00000480615.1	A6NF34
ENSG00000151067.23	ENSP00000382563.1	
ENSG00000276043.5	ENSP00000498698.1	Q96T88
ENSG00000160202.7	ENSP00000291554.2	P02489
ENSG00000277149.5	ENSP00000482502.1	Q6NUM6
ENSG00000278023.7	ENSP00000483549.1	Q8NG50
ENSG00000278129.2	ENSP00000477716.1	P17098
ENSG00000278311.5	ENSP00000478220.1	Q9H3C7
ENSG00000278662.6	ENSP00000479362.1	A6NI86
ENSG00000142182.9	ENSP00000486001.1	Q9UJW3
ENSG00000281106.4	ENSP00000490718.2	A0A1B0GTI8
ENSG00000283154.3	ENSP00000491030.1	B3KU38
ENSG00000283703.3	ENSP00000509422.1	P0DP72
ENSG00000000457.14	ENSP00000356745.5	Q8IZE3
ENSG00000000971.17	ENSP00000356399.4	
ENSG00000001036.14	ENSP00000002165.5	Q9BTY2
ENSG00000001617.12	ENSP00000002829.3	Q13275
ENSG00000001630.18	ENSP00000003100.8	
ENSG00000002822.16	ENSP00000265854.7	Q9Y6D9
ENSG00000002834.18	ENSP00000325240.6	Q14847
ENSG00000002933.9	ENSP00000004103.3	Q96HP8
ENSG00000004399.13	ENSP00000317128.4	Q9Y4D7
ENSG00000004487.18	ENSP00000383042.5	O60341
ENSG00000004777.19	ENSP00000007510.6	O14559
ENSG00000004864.14	ENSP00000265631.6	Q9UJS0
ENSG00000005102.14	ENSP00000321684.4	P50221
ENSG00000005206.17	ENSP00000478298.1	Q8TCT7
ENSG00000005243.10	ENSP00000480707.1	Q9P299
ENSG00000005421.9	ENSP00000222381.3	P27169
ENSG00000005436.14	ENSP00000318690.3	P16383
ENSG00000005448.17	ENSP00000006526.6	Q9H977
ENSG00000005486.17	ENSP00000006777.6	Q6NTF9
ENSG00000005844.19	ENSP00000349252.5	P20701
ENSG00000005884.18	ENSP00000315190.8	P26006
ENSG00000006015.18	ENSP00000351422.5	Q96EN9
ENSG00000006016.12	ENSP00000376188.2	O75462
ENSG00000006062.18	ENSP00000478552.1	Q99558
ENSG00000006071.16	ENSP00000374467.4	Q09428
ENSG00000006118.15	ENSP00000405823.2	Q24JP5
ENSG00000006634.8	ENSP00000265728.1	Q9UBU7
ENSG00000006652.15	ENSP00000384477.3	O00458
ENSG00000006712.15	ENSP00000221265.2	Q8N7H5
ENSG00000006831.10	ENSP00000349616.4	Q86V24
ENSG00000007237.19	ENSP00000407552.2	O60861
ENSG00000007392.17	ENSP00000293872.8	Q9NQ29
ENSG00000007516.14	ENSP00000407242.4	O94812
ENSG00000007520.4	ENSP00000007390.2	Q9UJK0
ENSG00000007541.17	ENSP00000326674.6	Q9BRB3
ENSG00000007866.22	ENSP00000345772.8	Q99594
ENSG00000007933.13	ENSP00000356729.4	P31513
ENSG00000007944.15	ENSP00000349298.3	Q8WY64
ENSG00000008018.9	ENSP00000262193.6	P20618
ENSG00000008382.16	ENSP00000471735.1	Q8N594
ENSG00000008441.19	ENSP00000467512.1	Q14938
ENSG00000008869.12	ENSP00000233099.5	Q9P2D3
ENSG00000009830.13	ENSP00000261534.4	Q9UKY4
ENSG00000009950.16	ENSP00000320886.3	Q9NP71
ENSG00000010165.20	ENSP00000354920.3	Q8N6R0
ENSG00000010219.14	ENSP00000439697.2	Q9NR20
ENSG00000010244.19	ENSP00000378165.4	O43670
ENSG00000010278.15	ENSP00000009180.4	P21926
ENSG00000010282.15	ENSP00000405423.1	Q9HCP6
ENSG00000010295.20	ENSP00000482285.1	Q0D2I5
ENSG00000010322.16	ENSP00000339958.4	Q9Y2I1
ENSG00000010610.10	ENSP00000011653.4	P01730
ENSG00000010626.15	ENSP00000390932.2	Q53EV4
ENSG00000011007.13	ENSP00000484196.2	
ENSG00000011009.11	ENSP00000363638.3	O95372
ENSG00000011260.14	ENSP00000225298.7	Q9Y5J1
ENSG00000011422.12	ENSP00000339328.3	Q03405
ENSG00000011566.15	ENSP00000263881.3	Q8IVH8
ENSG00000011590.14	ENSP00000376035.1	Q9Y2Y4
ENSG00000012061.16	ENSP00000300853.3	P07992
ENSG00000012124.17	ENSP00000085219.4	P20273
ENSG00000012779.12	ENSP00000363512.2	P09917
ENSG00000013306.16	ENSP00000366299.4	Q9BZJ4
ENSG00000013364.19	ENSP00000349977.5	Q14764
ENSG00000013375.16	ENSP00000424874.1	O95394
ENSG00000013561.18	ENSP00000378028.2	Q9UBS8
ENSG00000013573.17	ENSP00000443426.1	Q96FC9
ENSG00000013810.21	ENSP00000326550.4	Q9Y6A5
ENSG00000014123.10	ENSP00000358283.4	O94874
ENSG00000014138.9	ENSP00000265465.3	Q14181
ENSG00000014216.16	ENSP00000279247.7	P07384
ENSG00000014641.21	ENSP00000233114.8	P40925
ENSG00000014919.13	ENSP00000016171.6	Q7KZN9
ENSG00000015171.20	ENSP00000371017.6	Q15326
ENSG00000015475.19	ENSP00000480414.1	P55957
ENSG00000015592.17	ENSP00000342538.4	Q9H169
ENSG00000018699.13	ENSP00000313953.4	Q6P3X3
ENSG00000019582.17	ENSP00000009530.7	P04233
ENSG00000020181.18	ENSP00000406367.2	Q96PE1
ENSG00000020922.13	ENSP00000325863.4	P49959
ENSG00000021300.14	ENSP00000346127.5	Q9UF11
ENSG00000021645.20	ENSP00000338349.7	
ENSG00000023041.12	ENSP00000358413.3	Q9H6R6
ENSG00000023839.12	ENSP00000497274.1	Q92887
ENSG00000024048.11	ENSP00000361992.1	Q8IWV8
ENSG00000025039.15	ENSP00000358423.4	Q9NQL2
ENSG00000025708.14	ENSP00000252029.3	P19971
ENSG00000025772.8	ENSP00000361900.3	Q15785
ENSG00000026297.17	ENSP00000426455.2	O00584
ENSG00000026508.21	ENSP00000398632.2	P16070
ENSG00000027001.10	ENSP00000371607.3	Q99797
ENSG00000027869.12	ENSP00000357182.3	Q9NP31
ENSG00000028137.19	ENSP00000365435.3	P20333
ENSG00000028203.19	ENSP00000410083.1	Q9HBM0
ENSG00000029534.21	ENSP00000289734.8	P16157
ENSG00000032444.17	ENSP00000473211.1	Q8IY17
ENSG00000033030.15	ENSP00000488055.1	Q6NZY4
ENSG00000035115.22	ENSP00000348471.5	Q96HL8
ENSG00000035403.18	ENSP00000211998.5	P18206
ENSG00000167657.14	ENSP00000442973.1	O43293
ENSG00000036054.13	ENSP00000377700.4	Q9NUY8
ENSG00000036257.14	ENSP00000264414.4	Q13618
ENSG00000036448.10	ENSP00000262113.4	P54296
ENSG00000037474.15	ENSP00000264670.6	Q08J23
ENSG00000037757.14	ENSP00000040663.5	Q9BV20
ENSG00000038002.9	ENSP00000264595.2	P20933
ENSG00000038274.18	ENSP00000325425.6	Q9NZL9
ENSG00000038382.21	ENSP00000339299.4	O75962
ENSG00000039068.20	ENSP00000261769.4	P12830
ENSG00000040487.13	ENSP00000364295.3	Q6ZP29
ENSG00000040633.13	ENSP00000322579.3	Q9BUL5
ENSG00000041982.16	ENSP00000265131.4	P24821
ENSG00000042445.14	ENSP00000295802.4	Q6NUM9
ENSG00000042753.12	ENSP00000263270.6	P53680
ENSG00000042832.12	ENSP00000220616.4	P01266
ENSG00000043462.13	ENSP00000046794.5	Q13094
ENSG00000043514.17	ENSP00000321810.5	Q9H3H1
ENSG00000044115.21	ENSP00000304669.7	P35221
ENSG00000047188.16	ENSP00000161863.4	Q9H6S0
ENSG00000047346.13	ENSP00000484641.1	Q32MH5
ENSG00000047457.14	ENSP00000264613.6	
ENSG00000047579.20	ENSP00000341680.6	Q96EV8
ENSG00000047849.22	ENSP00000507895.1	P27816
ENSG00000048052.24	ENSP00000509161.1	Q9UKV0
ENSG00000048140.18	ENSP00000422053.1	
ENSG00000048162.22	ENSP00000480832.2	Q9Y3C1
ENSG00000048544.6	ENSP00000053468.3	P82664
ENSG00000048991.17	ENSP00000506980.1	Q15032
ENSG00000049323.16	ENSP00000386043.2	Q14766
ENSG00000049860.14	ENSP00000261416.7	
ENSG00000050130.18	ENSP00000479775.2	Q9P055
ENSG00000050327.15	ENSP00000056217.5	Q12774
ENSG00000050393.12	ENSP00000368468.3	Q96AQ8
ENSG00000050426.16	ENSP00000262055.4	Q6P1Q0
ENSG00000050767.18	ENSP00000375069.3	Q86Y22
ENSG00000050820.17	ENSP00000162330.5	P56945
ENSG00000051128.19	ENSP00000376162.2	Q9NSC5
ENSG00000051596.10	ENSP00000265097.5	Q96J01
ENSG00000052723.12	ENSP00000060969.6	Q9BRV8
ENSG00000053372.5	ENSP00000364320.3	Q9UKD2
ENSG00000053438.11	ENSP00000497164.1	Q16517
ENSG00000053900.11	ENSP00000318775.3	Q9UJX5
ENSG00000053918.18	ENSP00000155840.2	P51787
ENSG00000054116.12	ENSP00000362261.3	O43617
ENSG00000054219.11	ENSP00000263636.4	O60449
ENSG00000129250.12	ENSP00000320821.5	O43896
ENSG00000054654.20	ENSP00000450831.2	Q8WXH0
ENSG00000055147.19	ENSP00000341597.4	Q9NRY5
ENSG00000055917.16	ENSP00000354370.4	
ENSG00000055950.17	ENSP00000315948.8	Q8N983
ENSG00000055955.17	ENSP00000266041.4	Q14624
ENSG00000055957.11	ENSP00000273283.2	P19827
ENSG00000057149.16	ENSP00000283752.5	P29508
ENSG00000057294.16	ENSP00000342800.5	Q99959
ENSG00000057608.17	ENSP00000369538.4	P50395
ENSG00000058404.20	ENSP00000379098.2	Q13554
ENSG00000058453.17	ENSP00000364691.4	
ENSG00000059377.18	ENSP00000402536.3	P24557
ENSG00000059378.13	ENSP00000263549.3	Q9H0J9
ENSG00000059691.12	ENSP00000263985.6	O75879
ENSG00000059758.8	ENSP00000261211.3	Q00537
ENSG00000060339.14	ENSP00000265872.6	Q8IX12
ENSG00000060642.12	ENSP00000501479.1	Q9NUD9
ENSG00000060971.19	ENSP00000333664.8	P09110
ENSG00000061273.18	ENSP00000080059.7	Q8WUI4
ENSG00000061794.13	ENSP00000081029.3	P82673
ENSG00000061938.21	ENSP00000499899.1	Q07912
ENSG00000063127.16	ENSP00000338627.3	Q9GZN6
ENSG00000063177.13	ENSP00000447001.1	Q07020
ENSG00000063180.9	ENSP00000084798.3	O75493
ENSG00000063241.8	ENSP00000401726.1	Q96AB3
ENSG00000063245.15	ENSP00000270460.6	Q9Y6I3
ENSG00000064042.18	ENSP00000425631.1	Q9UPQ0
ENSG00000064115.11	ENSP00000342322.4	Q9NS93
ENSG00000064205.11	ENSP00000190983.4	O76076
