ID	#Chr	start	end	GTEx_ID	gene	exon_number	n_exons	terminal_exon_flag	n_significant_tissues
chr6_8419580_8419677_-	chr6	8419580	8419677	ENSG00000124786.9_7	ENSG00000124786	7	11	FALSE	11
chr6_10724422_10724633_+	chr6	10724422	10724633	ENSG00000111843.13_2	ENSG00000111843	2	6	FALSE	17
chr6_13599032_13599155_+	chr6	13599032	13599155	ENSG00000124523.15_11	ENSG00000124523	11	15	FALSE	15
chr6_13801288_13801389_-	chr6	13801288	13801389	ENSG00000050393.11_5	ENSG00000050393	5	10	FALSE	13
chr6_15627343_15627475_-	chr6	15627343	15627475	ENSG00000047579.19_6	ENSG00000047579	6	13	FALSE	10
chr6_16143699_16143863_+	chr6	16143699	16143863	ENSG00000007944.14_5	ENSG00000007944	5	7	FALSE	10
chr6_17668975_17669028_-	chr6	17668975	17669028	ENSG00000124789.11_7	ENSG00000124789	7	22	FALSE	13
chr6_19838584_19838642_+	chr6	19838584	19838642	ENSG00000172201.11_2	ENSG00000172201	2	3	FALSE	13
chr6_26370322_26370603_+	chr6	26370322	26370603	ENSG00000186470.13_5	ENSG00000186470	5	11	FALSE	12
chr6_26409533_26409733_+	chr6	26409533	26409733	ENSG00000026950.16_6	ENSG00000026950	6	11	FALSE	13
chr6_26448248_26448448_+	chr6	26448248	26448448	ENSG00000111801.15_6	ENSG00000111801	6	11	FALSE	10
chr6_26463244_26463525_+	chr6	26463244	26463525	ENSG00000112763.15_5	ENSG00000112763	5	10	FALSE	15
chr6_29608601_29608733_-	chr6	29608601	29608733	ENSG00000204681.10_18	ENSG00000204681	18	25	FALSE	14
chr6_29725031_29725306_+	chr6	29725031	29725306	ENSG00000204642.13_3	ENSG00000204642	3	8	FALSE	16
chr6_30492541_30492583_+	chr6	30492541	30492583	ENSG00000204592.8_7	ENSG00000204592	7	8	FALSE	17
chr6_30553084_30553179_-	chr6	30553084	30553179	ENSG00000204590.12_7	ENSG00000204590	7	12	FALSE	10
chr6_30577409_30577455_+	chr6	30577409	30577455	ENSG00000204574.12_2	ENSG00000204574	2	26	FALSE	12
chr6_30604994_30605094_-	chr6	30604994	30605094	ENSG00000204569.9_13	ENSG00000204569	13	22	FALSE	10
chr6_30703194_30703286_-	chr6	30703194	30703286	ENSG00000137337.14_15	ENSG00000137337	15	18	FALSE	10
chr6_30740679_30740798_-	chr6	30740679	30740798	ENSG00000137312.14_7	ENSG00000137312	7	14	FALSE	14
chr6_30921925_30921995_+	chr6	30921925	30921995	ENSG00000137411.16_18	ENSG00000137411	18	29	FALSE	11
chr6_31144687_31144788_-	chr6	31144687	31144788	ENSG00000204536.13_16	ENSG00000204536	16	19	FALSE	12
chr6_31539147_31539274_-	chr6	31539147	31539274	ENSG00000198563.13_8	ENSG00000198563	8	17	FALSE	16
chr6_31636733_31636945_+	chr6	31636733	31636945	ENSG00000204469.12_28	ENSG00000204469	28	31	FALSE	14
chr6_31640385_31640539_-	chr6	31640385	31640539	ENSG00000204463.12_24	ENSG00000204463	24	27	FALSE	15
chr6_31669319_31669508_+	chr6	31669319	31669508	ENSG00000204435.13_8	ENSG00000204435	8	9	FALSE	15
chr6_31728865_31729796_-	chr6	31728865	31729796	ENSG00000213722.8_2	ENSG00000213722	2	7	FALSE	15
chr6_31798477_31798507_-	chr6	31798477	31798507	ENSG00000204392.10_5	ENSG00000204392	5	7	FALSE	12
chr6_31950868_31950944_+	chr6	31950868	31950944	ENSG00000243649.8_15	ENSG00000243649	15	18	FALSE	10
chr6_31972621_31972757_+	chr6	31972621	31972757	ENSG00000204344.14_3	ENSG00000204344	3	8	FALSE	17
chr6_31997144_31997311_+	chr6	31997144	31997311	ENSG00000244731.7_29	ENSG00000244731	29	38	FALSE	10
chr6_32029881_32030048_+	chr6	32029881	32030048	ENSG00000224389.8_30	ENSG00000224389	30	39	FALSE	10
chr6_32043175_32043318_-	chr6	32043175	32043318	ENSG00000168477.17_41	ENSG00000168477	41	47	FALSE	10
chr6_32117859_32118038_-	chr6	32117859	32118038	ENSG00000213676.10_12	ENSG00000213676	12	18	FALSE	16
chr6_32170425_32170600_-	chr6	32170425	32170600	ENSG00000204310.12_8	ENSG00000204310	8	11	FALSE	11
chr6_32182247_32182388_-	chr6	32182247	32182388	ENSG00000204305.13_8	ENSG00000204305	8	11	FALSE	10
chr6_32641972_32642253_+	chr6	32641972	32642253	ENSG00000196735.11_7	ENSG00000196735	7	8	FALSE	11
chr6_32830618_32830806_-	chr6	32830618	32830806	ENSG00000204267.13_8	ENSG00000204267	8	13	FALSE	10
chr6_32935342_32935377_-	chr6	32935342	32935377	ENSG00000242574.8_5	ENSG00000242574	5	6	FALSE	10
chr6_32952949_32953122_-	chr6	32952949	32953122	ENSG00000204257.14_3	ENSG00000204257	3	8	FALSE	12
chr6_33067660_33068804_-	chr6	33067660	33068804	ENSG00000231389.7_4	ENSG00000231389	4	5	FALSE	14
chr6_33086219_33086242_+	chr6	33086219	33086242	ENSG00000223865.10_9	ENSG00000223865	9	10	FALSE	15
chr6_33195363_33195466_-	chr6	33195363	33195466	ENSG00000204231.10_8	ENSG00000204231	8	10	FALSE	11
chr6_33209915_33210130_+	chr6	33209915	33210130	ENSG00000204227.4_4	ENSG00000204227	4	7	FALSE	17
chr6_33267682_33267739_-	chr6	33267682	33267739	ENSG00000223501.8_11	ENSG00000223501	11	21	FALSE	13
chr6_33275797_33275883_+	chr6	33275797	33275883	ENSG00000231500.6_4	ENSG00000231500	4	7	FALSE	12
chr6_33290326_33290450_+	chr6	33290326	33290450	ENSG00000204220.11_3	ENSG00000204220	3	7	FALSE	17
chr6_33294688_33294762_-	chr6	33294688	33294762	ENSG00000237441.9_10	ENSG00000237441	10	16	FALSE	16
chr6_33303573_33303989_-	chr6	33303573	33303989	ENSG00000231925.11_8	ENSG00000231925	8	9	FALSE	13
chr6_33320736_33321567_-	chr6	33320736	33321567	ENSG00000204209.11_7	ENSG00000204209	7	12	FALSE	15
chr6_33414955_33415144_+	chr6	33414955	33415144	ENSG00000112511.17_13	ENSG00000112511	13	16	FALSE	17
chr6_33416920_33416969_-	chr6	33416920	33416969	ENSG00000112514.15_4	ENSG00000112514	4	5	FALSE	11
chr6_33689238_33689410_+	chr6	33689238	33689410	ENSG00000096433.10_51	ENSG00000096433	51	59	FALSE	14
chr6_34247467_34247492_-	chr6	34247467	34247492	ENSG00000186577.12_3	ENSG00000186577	3	5	FALSE	17
chr6_34293451_34293535_-	chr6	34293451	34293535	ENSG00000272325.1_4	ENSG00000272325	4	7	FALSE	15
chr6_34757554_34757954_+	chr6	34757554	34757954	ENSG00000124562.9_2	ENSG00000124562	2	7	FALSE	13
chr6_35347067_35347150_+	chr6	35347067	35347150	ENSG00000112033.13_2	ENSG00000112033	2	9	FALSE	14
chr6_35480312_35480374_-	chr6	35480312	35480374	ENSG00000007866.19_4	ENSG00000007866	4	14	FALSE	10
chr6_35580036_35580221_-	chr6	35580036	35580221	ENSG00000096060.14_11	ENSG00000096060	11	13	FALSE	15
chr6_35870281_35870494_-	chr6	35870281	35870494	ENSG00000096063.15_12	ENSG00000096063	12	19	FALSE	12
chr6_36107455_36107628_+	chr6	36107455	36107628	ENSG00000112062.10_14	ENSG00000112062	14	15	FALSE	14
chr6_36136879_36136950_+	chr6	36136879	36136950	ENSG00000156711.16_10	ENSG00000156711	10	13	FALSE	12
chr6_36222168_36222265_+	chr6	36222168	36222265	ENSG00000096070.19_11	ENSG00000096070	11	14	FALSE	15
chr6_36479591_36479711_+	chr6	36479591	36479711	ENSG00000112078.13_9	ENSG00000112078	9	12	FALSE	14
chr6_36499873_36499990_-	chr6	36499873	36499990	ENSG00000112079.8_10	ENSG00000112079	10	14	FALSE	14
chr6_36981588_36981672_-	chr6	36981588	36981672	ENSG00000137409.19_2	ENSG00000137409	2	12	FALSE	17
chr6_37374620_37374709_+	chr6	37374620	37374709	ENSG00000112130.16_8	ENSG00000112130	8	11	FALSE	14
chr6_37453240_37453312_+	chr6	37453240	37453312	ENSG00000137200.12_9	ENSG00000137200	9	25	FALSE	12
chr6_38082392_38082457_+	chr6	38082392	38082457	ENSG00000156639.11_6	ENSG00000156639	6	11	FALSE	16
chr6_41070076_41070134_-	chr6	41070076	41070134	ENSG00000124596.16_6	ENSG00000124596	6	10	FALSE	14
chr6_41577986_41578081_+	chr6	41577986	41578081	ENSG00000137166.14_4	ENSG00000137166	4	18	FALSE	11
chr6_41930132_41930270_+	chr6	41930132	41930270	ENSG00000112578.9_3	ENSG00000112578	3	7	FALSE	16
chr6_41936196_41936695_-	chr6	41936196	41936695	ENSG00000112576.12_11	ENSG00000112576	11	12	FALSE	14
chr6_42066312_42066459_+	chr6	42066312	42066459	ENSG00000137413.15_8	ENSG00000137413	8	13	FALSE	10
chr6_42208858_42208947_-	chr6	42208858	42208947	ENSG00000048544.5_6	ENSG00000048544	6	7	FALSE	14
chr6_42665409_42665512_+	chr6	42665409	42665512	ENSG00000024048.10_35	ENSG00000024048	35	49	FALSE	12
chr6_42885974_42886249_+	chr6	42885974	42886249	ENSG00000146223.14_6	ENSG00000146223	6	7	FALSE	13
chr6_42938090_42938207_+	chr6	42938090	42938207	ENSG00000137161.16_5	ENSG00000137161	5	6	FALSE	12
chr6_42974003_42974086_-	chr6	42974003	42974086	ENSG00000124587.13_3	ENSG00000124587	3	17	FALSE	13
chr6_43008693_43008746_+	chr6	43008693	43008746	ENSG00000112640.14_10	ENSG00000112640	10	16	FALSE	16
chr6_43017853_43017968_+	chr6	43017853	43017968	ENSG00000124702.17_4	ENSG00000124702	4	11	FALSE	10
chr6_43206321_43206510_+	chr6	43206321	43206510	ENSG00000112659.13_26	ENSG00000112659	26	41	FALSE	13
chr6_43478087_43478232_+	chr6	43478087	43478232	ENSG00000137221.14_2	ENSG00000137221	2	10	FALSE	14
chr6_43515595_43515701_-	chr6	43515595	43515701	ENSG00000137207.11_4	ENSG00000137207	4	7	FALSE	16
chr6_43520625_43520774_+	chr6	43520625	43520774	ENSG00000171453.17_6	ENSG00000171453	6	9	FALSE	11
chr6_43774341_43774392_+	chr6	43774341	43774392	ENSG00000112715.21_4	ENSG00000112715	4	10	FALSE	11
chr6_44116541_44116629_-	chr6	44116541	44116629	ENSG00000180992.6_2	ENSG00000180992	2	3	FALSE	16
chr6_44146847_44146927_+	chr6	44146847	44146927	ENSG00000137216.18_13	ENSG00000137216	13	26	FALSE	11
chr6_44232807_44233006_+	chr6	44232807	44233006	ENSG00000112759.16_13	ENSG00000112759	13	14	FALSE	11
chr6_44247087_44247195_+	chr6	44247087	44247195	ENSG00000096384.19_2	ENSG00000096384	2	14	FALSE	13
chr6_46664774_46664886_+	chr6	46664774	46664886	ENSG00000153291.15_5	ENSG00000153291	5	9	FALSE	15
chr6_52464895_52465115_+	chr6	52464895	52465115	ENSG00000096093.15_14	ENSG00000096093	14	28	FALSE	11
chr6_52987357_52988002_-	chr6	52987357	52988002	ENSG00000170899.10_4	ENSG00000170899	4	8	FALSE	11
chr6_53080968_53081098_+	chr6	53080968	53081098	ENSG00000112146.16_12	ENSG00000112146	12	20	FALSE	17
chr6_53273220_53273344_-	chr6	53273220	53273344	ENSG00000012660.13_11	ENSG00000012660	11	13	FALSE	11
chr6_57050774_57050854_+	chr6	57050774	57050854	ENSG00000168116.13_3	ENSG00000168116	3	4	FALSE	10
chr6_73497736_73497896_+	chr6	73497736	73497896	ENSG00000135297.15_15	ENSG00000135297	15	16	FALSE	17
chr6_75240277_75240385_-	chr6	75240277	75240385	ENSG00000112695.11_5	ENSG00000112695	5	6	FALSE	17
chr6_75267641_75267748_-	chr6	75267641	75267748	ENSG00000112697.15_4	ENSG00000112697	4	9	FALSE	12
chr6_75702645_75703072_+	chr6	75702645	75703072	ENSG00000112701.17_22	ENSG00000112701	22	27	FALSE	15
chr6_79202276_79202389_-	chr6	79202276	79202389	ENSG00000118418.14_4	ENSG00000118418	4	6	FALSE	16
chr6_83153894_83154043_+	chr6	83153894	83154043	ENSG00000083097.14_32	ENSG00000083097	32	42	FALSE	10
chr6_83171937_83172059_-	chr6	83171937	83172059	ENSG00000013375.15_13	ENSG00000013375	13	17	FALSE	13
chr6_85567534_85567577_-	chr6	85567534	85567577	ENSG00000135317.12_7	ENSG00000135317	7	32	FALSE	16
chr6_85642797_85643285_-	chr6	85642797	85643285	ENSG00000135316.17_2	ENSG00000135316	2	13	FALSE	11
chr6_85677329_85677492_-	chr6	85677329	85677492	ENSG00000203875.10_4	ENSG00000203875	4	8	FALSE	17
chr6_87500508_87500667_+	chr6	87500508	87500667	ENSG00000164414.17_4	ENSG00000164414	4	9	FALSE	13
chr6_87548591_87548646_-	chr6	87548591	87548646	ENSG00000146282.17_7	ENSG00000146282	7	22	FALSE	14
chr6_89333086_89333205_-	chr6	89333086	89333205	ENSG00000198833.6_7	ENSG00000198833	7	8	FALSE	13
chr6_98880553_98880624_-	chr6	98880553	98880624	ENSG00000112234.8_8	ENSG00000112234	8	10	FALSE	11
chr6_99550218_99550309_-	chr6	99550218	99550309	ENSG00000112237.12_9	ENSG00000112237	9	15	FALSE	12
chr6_105333314_105333505_-	chr6	105333314	105333505	ENSG00000085377.13_8	ENSG00000085377	8	16	FALSE	10
chr6_108214498_108214622_-	chr6	108214498	108214622	ENSG00000112335.14_4	ENSG00000112335	4	5	FALSE	17
chr6_109450300_109450557_-	chr6	109450300	109450557	ENSG00000135596.17_9	ENSG00000135596	9	26	FALSE	14
chr6_109741444_109741544_+	chr6	109741444	109741544	ENSG00000112367.10_9	ENSG00000112367	9	25	FALSE	12
chr6_110887505_110887591_+	chr6	110887505	110887591	ENSG00000123505.15_3	ENSG00000123505	3	10	FALSE	11
chr6_112084189_112084246_-	chr6	112084189	112084246	ENSG00000074935.13_5	ENSG00000074935	5	13	FALSE	11
chr6_112097041_112097201_+	chr6	112097041	112097201	ENSG00000203778.7_2	ENSG00000203778	2	4	FALSE	13
chr6_112130968_112131101_-	chr6	112130968	112131101	ENSG00000112769.18_32	ENSG00000112769	32	42	FALSE	12
chr6_113953277_113953418_-	chr6	113953277	113953418	ENSG00000196591.11_11	ENSG00000196591	11	19	FALSE	11
chr6_116433343_116433550_+	chr6	116433343	116433550	ENSG00000111817.16_11	ENSG00000111817	11	12	FALSE	10
chr6_122451888_122452057_-	chr6	122451888	122452057	ENSG00000111897.6_6	ENSG00000111897	6	10	FALSE	16
chr6_122803664_122803833_+	chr6	122803664	122803833	ENSG00000172594.12_5	ENSG00000172594	5	8	FALSE	11
chr6_132468403_132468475_-	chr6	132468403	132468475	ENSG00000079950.13_8	ENSG00000079950	8	11	FALSE	11
chr6_132816461_132816563_+	chr6	132816461	132816563	ENSG00000112306.7_4	ENSG00000112306	4	6	FALSE	17
chr6_134969238_134969338_-	chr6	134969238	134969338	ENSG00000112339.14_19	ENSG00000112339	19	21	FALSE	13
chr6_135323162_135323324_-	chr6	135323162	135323324	ENSG00000135541.20_29	ENSG00000135541	29	37	FALSE	12
chr6_136866627_136866733_+	chr6	136866627	136866733	ENSG00000112357.12_7	ENSG00000112357	7	12	FALSE	14
chr6_138943513_138943576_-	chr6	138943513	138943576	ENSG00000135597.18_8	ENSG00000135597	8	21	FALSE	11
chr6_142203985_142204065_+	chr6	142203985	142204065	ENSG00000009844.15_7	ENSG00000009844	7	8	FALSE	17
chr6_143284110_143284225_+	chr6	143284110	143284225	ENSG00000146416.17_8	ENSG00000146416	8	12	FALSE	15
chr6_143502355_143502565_-	chr6	143502355	143502565	ENSG00000001036.13_5	ENSG00000001036	5	9	FALSE	12
chr6_149578822_149578973_+	chr6	149578822	149578973	ENSG00000055211.12_4	ENSG00000055211	4	10	FALSE	17
chr6_149601594_149601799_-	chr6	149601594	149601799	ENSG00000186625.13_8	ENSG00000186625	8	12	FALSE	15
chr6_151421245_151421321_-	chr6	151421245	151421321	ENSG00000155906.16_10	ENSG00000155906	10	13	FALSE	16
chr6_154822162_154822409_+	chr6	154822162	154822409	ENSG00000213079.9_17	ENSG00000213079	17	22	FALSE	12
chr6_157133028_157133207_+	chr6	157133028	157133207	ENSG00000049618.22_16	ENSG00000049618	16	33	FALSE	11
chr6_158170470_158170538_+	chr6	158170470	158170538	ENSG00000272047.1_2	ENSG00000272047	2	3	FALSE	17
chr6_158641319_158642788_-	chr6	158641319	158642788	ENSG00000146425.10_2	ENSG00000146425	2	3	FALSE	16
chr6_159767005_159767186_+	chr6	159767005	159767186	ENSG00000120437.8_3	ENSG00000120437	3	7	FALSE	10
chr6_159785386_159785496_-	chr6	159785386	159785496	ENSG00000120438.11_5	ENSG00000120438	5	13	FALSE	17
chr6_163455216_163455421_+	chr6	163455216	163455421	ENSG00000112531.16_5	ENSG00000112531	5	11	FALSE	10
chr6_166952488_166952548_-	chr6	166952488	166952548	ENSG00000026297.15_4	ENSG00000026297	4	19	FALSE	15
chr6_169775270_169775346_+	chr6	169775270	169775346	ENSG00000130023.15_17	ENSG00000130023	17	22	FALSE	15
chr6_170348151_170348323_+	chr6	170348151	170348323	ENSG00000112584.13_7	ENSG00000112584	7	13	FALSE	10
chr6_170549006_170550441_-	chr6	170549006	170550441	ENSG00000008018.8_2	ENSG00000008018	2	6	FALSE	13
chr7_208898_208976_+	chr7	208898	208976	ENSG00000177706.8_5	ENSG00000177706	5	12	FALSE	15
chr7_872470_872562_+	chr7	872470	872562	ENSG00000164828.17_29	ENSG00000164828	29	30	FALSE	15
chr7_1435101_1435147_-	chr7	1435101	1435147	ENSG00000164877.18_16	ENSG00000164877	16	17	FALSE	11
chr7_2539179_2539351_-	chr7	2539179	2539351	ENSG00000106009.15_14	ENSG00000106009	14	15	FALSE	16
chr7_4781568_4781754_+	chr7	4781568	4781754	ENSG00000242802.6_3	ENSG00000242802	3	17	FALSE	13
chr7_5199576_5199658_+	chr7	5199576	5199658	ENSG00000157954.14_4	ENSG00000157954	4	17	FALSE	12
chr7_5309132_5309368_-	chr7	5309132	5309368	ENSG00000182095.14_31	ENSG00000182095	31	33	FALSE	13
chr7_5529535_5529663_-	chr7	5529535	5529663	ENSG00000075624.13_6	ENSG00000075624	6	11	FALSE	15
chr7_5911861_5911922_+	chr7	5911861	5911922	ENSG00000122674.11_9	ENSG00000122674	9	16	FALSE	13
chr7_6015146_6015352_+	chr7	6015146	6015352	ENSG00000106305.9_4	ENSG00000106305	4	5	FALSE	13
chr7_6028615_6028697_-	chr7	6028615	6028697	ENSG00000086232.12_16	ENSG00000086232	16	20	FALSE	12
chr7_6401868_6402027_+	chr7	6401868	6402027	ENSG00000136238.17_8	ENSG00000136238	8	9	FALSE	17
chr7_6416259_6416754_-	chr7	6416259	6416754	ENSG00000164535.14_12	ENSG00000164535	12	16	FALSE	10
chr7_6580555_6580678_+	chr7	6580555	6580678	ENSG00000136247.14_4	ENSG00000136247	4	11	FALSE	14
chr7_6594412_6594600_+	chr7	6594412	6594600	ENSG00000146576.12_3	ENSG00000146576	3	8	FALSE	12
chr7_6737076_6737936_+	chr7	6737076	6737936	ENSG00000187953.10_9	ENSG00000187953	9	15	FALSE	10
chr7_6812976_6813037_-	chr7	6812976	6813037	ENSG00000146574.15_9	ENSG00000146574	9	17	FALSE	17
chr7_10938808_10938896_-	chr7	10938808	10938896	ENSG00000189043.9_3	ENSG00000189043	3	5	FALSE	11
chr7_16685905_16686040_+	chr7	16685905	16686040	ENSG00000136261.14_9	ENSG00000136261	9	15	FALSE	12
chr7_23196680_23196766_+	chr7	23196680	23196766	ENSG00000136243.16_9	ENSG00000136243	9	13	FALSE	11
chr7_23512894_23513082_-	chr7	23512894	23513082	ENSG00000164548.10_7	ENSG00000164548	7	11	FALSE	16
chr7_26193575_26193694_-	chr7	26193575	26193694	ENSG00000122566.20_9	ENSG00000122566	9	12	FALSE	17
chr7_27816890_27817038_+	chr7	27816890	27817038	ENSG00000106052.13_18	ENSG00000106052	18	22	FALSE	17
chr7_30433096_30433179_-	chr7	30433096	30433179	ENSG00000106100.10_15	ENSG00000106100	15	19	FALSE	11
chr7_30498803_30498938_-	chr7	30498803	30498938	ENSG00000006625.17_3	ENSG00000006625	3	5	FALSE	12
chr7_30561466_30562128_-	chr7	30561466	30562128	ENSG00000196295.11_15	ENSG00000196295	15	26	FALSE	17
chr7_32918311_32918372_-	chr7	32918311	32918372	ENSG00000205763.13_6	ENSG00000205763	6	7	FALSE	12
chr7_35670215_35670328_-	chr7	35670215	35670328	ENSG00000122557.9_3	ENSG00000122557	3	9	FALSE	17
chr7_35832793_35832900_+	chr7	35832793	35832900	ENSG00000122545.18_4	ENSG00000122545	4	19	FALSE	12
chr7_38217025_38217078_+	chr7	38217025	38217078	ENSG00000010270.13_9	ENSG00000010270	9	13	FALSE	14
chr7_39779271_39779385_+	chr7	39779271	39779385	ENSG00000188185.11_4	ENSG00000188185	4	12	FALSE	10
chr7_43987678_43987888_-	chr7	43987678	43987888	ENSG00000239556.3_3	ENSG00000239556	3	6	FALSE	13
chr7_44051830_44051942_+	chr7	44051830	44051942	ENSG00000136279.20_3	ENSG00000136279	3	15	FALSE	16
chr7_44079861_44079959_-	chr7	44079861	44079959	ENSG00000122678.16_4	ENSG00000122678	4	12	FALSE	12
chr7_44109645_44110124_+	chr7	44109645	44110124	ENSG00000106624.10_11	ENSG00000106624	11	20	FALSE	13
chr7_44116115_44116272_-	chr7	44116115	44116272	ENSG00000106628.10_11	ENSG00000106628	11	14	FALSE	10
chr7_44211023_44211124_+	chr7	44211023	44211124	ENSG00000106636.7_8	ENSG00000106636	8	10	FALSE	17
chr7_44579897_44581239_-	chr7	44579897	44581239	ENSG00000158604.14_4	ENSG00000158604	4	5	FALSE	17
chr7_44799389_44799480_+	chr7	44799389	44799480	ENSG00000196262.13_4	ENSG00000196262	4	10	FALSE	17
chr7_44834925_44835658_-	chr7	44834925	44835658	ENSG00000105968.18_4	ENSG00000105968	4	6	FALSE	17
chr7_45064463_45064646_+	chr7	45064463	45064646	ENSG00000136280.15_8	ENSG00000136280	8	16	FALSE	17
chr7_55982210_55982280_+	chr7	55982210	55982280	ENSG00000146729.9_8	ENSG00000146729	8	14	FALSE	16
chr7_56017234_56017379_-	chr7	56017234	56017379	ENSG00000146733.13_8	ENSG00000146733	8	10	FALSE	13
chr7_56061747_56061849_+	chr7	56061747	56061849	ENSG00000146731.10_13	ENSG00000146731	13	15	FALSE	17
chr7_56078364_56078508_+	chr7	56078364	56078508	ENSG00000129103.17_8	ENSG00000129103	8	10	FALSE	16
chr7_56102867_56103011_-	chr7	56102867	56103011	ENSG00000106153.12_3	ENSG00000106153	3	4	FALSE	17
chr7_64918197_64918292_+	chr7	64918197	64918292	ENSG00000198039.11_14	ENSG00000198039	14	16	FALSE	12
chr7_65760424_65760556_+	chr7	65760424	65760556	ENSG00000228409.6_11	ENSG00000228409	11	14	FALSE	14
chr7_65948671_65948780_+	chr7	65948671	65948780	ENSG00000196715.5_2	ENSG00000196715	2	3	FALSE	10
chr7_66087729_66087791_+	chr7	66087729	66087791	ENSG00000126522.16_10	ENSG00000126522	10	18	FALSE	14
chr7_66134280_66134374_+	chr7	66134280	66134374	ENSG00000241258.6_5	ENSG00000241258	5	8	FALSE	17
chr7_66352504_66352555_+	chr7	66352504	66352555	ENSG00000169902.13_6	ENSG00000169902	6	10	FALSE	13
chr7_66783675_66783841_+	chr7	66783675	66783841	ENSG00000154710.16_7	ENSG00000154710	7	9	FALSE	10
chr7_66994212_66994342_-	chr7	66994212	66994342	ENSG00000126524.9_2	ENSG00000126524	2	5	FALSE	13
chr7_72831602_72831798_+	chr7	72831602	72831798	ENSG00000225648.5_3	ENSG00000225648	3	5	FALSE	10
chr7_73204563_73204604_+	chr7	73204563	73204604	ENSG00000233369.7_22	ENSG00000233369	22	24	FALSE	15
chr7_73304747_73304862_-	chr7	73304747	73304862	ENSG00000130305.16_6	ENSG00000130305	6	9	FALSE	15
chr7_73476868_73478569_-	chr7	73476868	73478569	ENSG00000009954.10_7	ENSG00000009954	7	19	FALSE	13
chr7_73543548_73543644_-	chr7	73543548	73543644	ENSG00000106635.7_5	ENSG00000106635	5	9	FALSE	17
chr7_73693329_73693414_+	chr7	73693329	73693414	ENSG00000071462.11_8	ENSG00000071462	8	18	FALSE	12
chr7_74066732_74066776_+	chr7	74066732	74066776	ENSG00000049540.16_35	ENSG00000049540	35	36	FALSE	15
chr7_74187611_74187798_+	chr7	74187611	74187798	ENSG00000106682.14_3	ENSG00000106682	3	8	FALSE	14
chr7_74239938_74240095_-	chr7	74239938	74240095	ENSG00000049541.10_8	ENSG00000049541	8	13	FALSE	10
chr7_74555393_74555494_+	chr7	74555393	74555494	ENSG00000006704.10_20	ENSG00000006704	20	27	FALSE	13
chr7_74736500_74736683_+	chr7	74736500	74736683	ENSG00000263001.5_18	ENSG00000263001	18	38	FALSE	16
chr7_74888312_74888397_-	chr7	74888312	74888397	ENSG00000277072.4_3	ENSG00000277072	3	9	FALSE	14
chr7_75055901_75056074_-	chr7	75055901	75056074	ENSG00000274523.4_11	ENSG00000274523	11	14	FALSE	17
chr7_75512589_75512675_-	chr7	75512589	75512675	ENSG00000127957.17_6	ENSG00000127957	6	9	FALSE	12
