gene	n_exons
ENSG00000201135	1
ENSG00000201136	1
ENSG00000201140	1
ENSG00000201142	1
ENSG00000201143	1
ENSG00000201145	1
ENSG00000201148	1
ENSG00000201151	1
ENSG00000201153	1
ENSG00000201155	1
ENSG00000201157	1
ENSG00000201160	1
ENSG00000201161	1
ENSG00000201162	1
ENSG00000201164	1
ENSG00000201165	1
ENSG00000201170	1
ENSG00000201176	1
ENSG00000201178	1
ENSG00000201179	1
ENSG00000201180	1
ENSG00000201182	1
ENSG00000201183	1
ENSG00000201184	1
ENSG00000201185	1
ENSG00000201186	1
ENSG00000201196	1
ENSG00000201198	1
ENSG00000201201	2
ENSG00000201207	1
ENSG00000201208	1
ENSG00000201209	1
ENSG00000201210	1
ENSG00000201216	1
ENSG00000201217	1
ENSG00000201218	1
ENSG00000201221	1
ENSG00000201223	1
ENSG00000201228	1
ENSG00000201229	1
ENSG00000201231	1
ENSG00000201239	1
ENSG00000201240	1
ENSG00000201241	1
ENSG00000201242	1
ENSG00000201243	1
ENSG00000201245	1
ENSG00000201247	1
ENSG00000201253	1
ENSG00000201255	1
ENSG00000201260	1
ENSG00000201263	1
ENSG00000201264	1
ENSG00000201270	1
ENSG00000201271	1
ENSG00000201273	1
ENSG00000201274	1
ENSG00000201277	1
ENSG00000201279	1
ENSG00000201282	1
ENSG00000201285	1
ENSG00000201287	1
ENSG00000201288	1
ENSG00000201289	1
ENSG00000201291	1
ENSG00000201292	1
ENSG00000201294	1
ENSG00000201296	1
ENSG00000201297	1
ENSG00000201298	1
ENSG00000201300	1
ENSG00000201301	1
ENSG00000201302	1
ENSG00000201308	1
ENSG00000201309	1
ENSG00000201311	1
ENSG00000201312	1
ENSG00000201314	1
ENSG00000201315	1
ENSG00000201316	1
ENSG00000201317	1
ENSG00000201318	1
ENSG00000201321	1
ENSG00000201324	1
ENSG00000201325	1
ENSG00000201326	1
ENSG00000201329	1
ENSG00000201330	1
ENSG00000201331	1
ENSG00000201339	1
ENSG00000201340	1
ENSG00000201341	1
ENSG00000201342	1
ENSG00000201343	1
ENSG00000201346	1
ENSG00000201347	1
ENSG00000201348	1
ENSG00000201351	1
ENSG00000201354	1
ENSG00000201355	1
ENSG00000201356	1
ENSG00000201358	1
ENSG00000201361	1
ENSG00000201363	1
ENSG00000201364	1
ENSG00000201365	1
ENSG00000201367	1
ENSG00000201368	1
ENSG00000201370	1
ENSG00000201371	1
ENSG00000201372	1
ENSG00000201376	1
ENSG00000201377	1
ENSG00000201379	1
ENSG00000201382	1
ENSG00000201384	1
ENSG00000201386	1
ENSG00000201388	1
ENSG00000201390	1
ENSG00000201392	1
ENSG00000201393	1
ENSG00000201394	1
ENSG00000201395	1
ENSG00000201398	1
ENSG00000201403	1
ENSG00000201407	1
ENSG00000201410	1
ENSG00000201412	1
ENSG00000201413	1
ENSG00000201415	1
ENSG00000201420	1
ENSG00000201421	1
ENSG00000201423	1
ENSG00000201426	1
ENSG00000201428	1
ENSG00000201431	1
ENSG00000201432	1
ENSG00000201433	1
ENSG00000201435	1
ENSG00000201436	1
ENSG00000201439	1
ENSG00000201440	1
ENSG00000201441	1
ENSG00000201442	1
ENSG00000201443	1
ENSG00000201444	1
ENSG00000201447	1
ENSG00000201448	1
ENSG00000201451	1
ENSG00000201452	1
ENSG00000201457	1
ENSG00000201458	1
ENSG00000201464	1
ENSG00000201465	1
ENSG00000201466	1
ENSG00000201467	1
ENSG00000201469	1
ENSG00000201470	1
ENSG00000201474	1
ENSG00000201476	1
ENSG00000201482	1
ENSG00000201483	1
ENSG00000201489	1
ENSG00000201491	1
ENSG00000201492	1
ENSG00000201493	1
ENSG00000201496	1
ENSG00000201498	1
ENSG00000201499	1
ENSG00000201500	1
ENSG00000201501	1
ENSG00000201502	1
ENSG00000201510	1
ENSG00000201511	1
ENSG00000201512	1
ENSG00000201516	1
ENSG00000201517	1
ENSG00000201518	1
ENSG00000201519	1
ENSG00000201523	1
ENSG00000201524	1
ENSG00000201527	1
ENSG00000201529	1
ENSG00000201532	1
ENSG00000201533	1
ENSG00000201535	1
ENSG00000201541	1
ENSG00000201542	1
ENSG00000201544	1
ENSG00000201545	1
ENSG00000201547	1
ENSG00000201548	1
ENSG00000201549	1
ENSG00000201550	1
ENSG00000201554	1
ENSG00000201555	1
ENSG00000201557	1
ENSG00000201558	1
ENSG00000201560	1
ENSG00000201563	1
ENSG00000201564	1
ENSG00000201565	1
ENSG00000201566	1
ENSG00000201567	1
ENSG00000201569	1
ENSG00000201570	1
ENSG00000201573	1
ENSG00000201574	1
ENSG00000201579	1
ENSG00000201581	1
ENSG00000201583	1
ENSG00000201584	1
ENSG00000201586	1
ENSG00000201588	1
ENSG00000201591	1
ENSG00000201592	1
ENSG00000201594	1
ENSG00000201595	1
ENSG00000201596	1
ENSG00000201598	1
ENSG00000201600	1
ENSG00000201602	1
ENSG00000201604	1
ENSG00000201607	1
ENSG00000201608	1
ENSG00000201609	1
ENSG00000201610	1
ENSG00000201612	1
ENSG00000201613	1
ENSG00000201616	1
ENSG00000201618	1
ENSG00000201619	1
ENSG00000201620	1
ENSG00000201622	1
ENSG00000201623	1
ENSG00000201624	1
ENSG00000201627	1
ENSG00000201628	1
ENSG00000201633	1
ENSG00000201634	1
ENSG00000201635	1
ENSG00000201638	1
ENSG00000201640	1
ENSG00000201641	1
ENSG00000201642	1
ENSG00000201643	1
ENSG00000201644	1
ENSG00000201648	1
ENSG00000201649	1
ENSG00000201654	1
ENSG00000201658	1
ENSG00000201659	1
ENSG00000201660	1
ENSG00000201662	1
ENSG00000201663	1
ENSG00000201665	1
ENSG00000201666	1
ENSG00000201668	1
ENSG00000201671	1
ENSG00000201674	1
ENSG00000201676	1
ENSG00000201679	1
ENSG00000201680	1
ENSG00000201683	1
ENSG00000201684	1
ENSG00000201687	1
ENSG00000201689	1
ENSG00000201690	1
ENSG00000201695	1
ENSG00000201699	1
ENSG00000201700	1
ENSG00000201701	1
ENSG00000201704	1
ENSG00000201707	1
ENSG00000201708	1
ENSG00000201709	1
ENSG00000201710	1
ENSG00000201711	1
ENSG00000201713	1
ENSG00000201715	1
ENSG00000201723	1
ENSG00000201724	1
ENSG00000201725	1
ENSG00000201727	1
ENSG00000201728	1
ENSG00000201733	1
ENSG00000201736	1
ENSG00000201737	1
ENSG00000201741	1
ENSG00000201742	1
ENSG00000201744	1
ENSG00000201746	1
ENSG00000201747	1
ENSG00000201749	1
ENSG00000201752	1
ENSG00000201758	1
ENSG00000201761	1
ENSG00000201763	1
ENSG00000201766	1
ENSG00000201772	1
ENSG00000201774	1
ENSG00000201775	1
ENSG00000201778	1
ENSG00000201780	1
ENSG00000201782	1
ENSG00000201785	1
ENSG00000201786	1
ENSG00000201788	1
ENSG00000201789	1
ENSG00000201790	1
ENSG00000201791	1
ENSG00000201793	1
ENSG00000201794	1
ENSG00000201796	1
ENSG00000201800	1
ENSG00000201801	1
ENSG00000201805	1
ENSG00000201806	1
ENSG00000201807	1
ENSG00000201809	1
ENSG00000201810	1
ENSG00000201811	1
ENSG00000201812	1
ENSG00000201813	1
ENSG00000201815	1
ENSG00000201816	1
ENSG00000201818	1
ENSG00000201820	1
ENSG00000201821	1
ENSG00000201822	1
ENSG00000201823	1
ENSG00000201825	1
ENSG00000201826	1
ENSG00000201827	1
ENSG00000201830	1
ENSG00000201831	1
ENSG00000201839	1
ENSG00000201843	1
ENSG00000201846	1
ENSG00000201847	1
ENSG00000201850	1
ENSG00000201852	1
ENSG00000201856	1
ENSG00000201860	1
ENSG00000201861	1
ENSG00000201863	1
ENSG00000201867	1
ENSG00000201868	1
ENSG00000201869	1
ENSG00000201875	1
ENSG00000201876	1
ENSG00000201881	1
ENSG00000201882	1
ENSG00000201884	1
ENSG00000201885	1
ENSG00000201892	1
ENSG00000201894	1
ENSG00000201896	1
ENSG00000201898	1
ENSG00000201899	1
ENSG00000201900	1
ENSG00000201901	1
ENSG00000201907	1
ENSG00000201909	1
ENSG00000201910	1
ENSG00000201912	1
ENSG00000201913	1
ENSG00000201916	1
ENSG00000201919	1
ENSG00000201920	1
ENSG00000201922	1
ENSG00000201923	1
ENSG00000201925	1
ENSG00000201931	1
ENSG00000201933	1
ENSG00000201938	1
ENSG00000201939	1
ENSG00000201942	1
ENSG00000201943	1
ENSG00000201944	1
ENSG00000201945	1
ENSG00000201950	1
ENSG00000201954	1
ENSG00000201955	1
ENSG00000201957	1
ENSG00000201959	1
ENSG00000201962	1
ENSG00000201965	1
ENSG00000201966	1
ENSG00000201967	1
ENSG00000201968	1
ENSG00000201969	1
ENSG00000201980	1
ENSG00000201984	1
ENSG00000201987	1
ENSG00000201988	1
ENSG00000201990	1
ENSG00000201992	1
ENSG00000201998	1
ENSG00000201999	1
ENSG00000202000	1
ENSG00000202001	1
ENSG00000202008	1
ENSG00000202014	1
ENSG00000202016	1
ENSG00000202017	1
ENSG00000202019	1
ENSG00000202021	1
ENSG00000202023	1
ENSG00000202024	1
ENSG00000202026	1
ENSG00000202027	1
ENSG00000202029	1
ENSG00000202031	1
ENSG00000202034	1
ENSG00000202035	1
ENSG00000202039	1
ENSG00000202041	1
ENSG00000202044	1
ENSG00000202046	1
ENSG00000202047	1
ENSG00000202048	1
ENSG00000202050	1
ENSG00000202051	1
ENSG00000202054	1
ENSG00000202056	1
ENSG00000202058	1
ENSG00000202059	1
ENSG00000202060	1
ENSG00000202063	1
ENSG00000202069	1
ENSG00000202070	1
ENSG00000202071	1
ENSG00000202074	1
ENSG00000202078	1
ENSG00000202079	1
ENSG00000202081	1
ENSG00000202082	1
ENSG00000202089	1
ENSG00000202092	1
ENSG00000202093	1
ENSG00000202095	1
ENSG00000202099	1
ENSG00000202100	1
ENSG00000202103	1
ENSG00000202111	1
ENSG00000202112	1
ENSG00000202119	1
ENSG00000202124	1
ENSG00000202125	1
ENSG00000202137	1
ENSG00000202141	1
ENSG00000202142	1
ENSG00000202144	1
ENSG00000202146	1
ENSG00000202147	1
ENSG00000202150	1
ENSG00000202151	1
ENSG00000202157	1
ENSG00000202159	1
ENSG00000202160	1
ENSG00000202164	1
ENSG00000202167	1
ENSG00000202169	1
ENSG00000202172	1
ENSG00000202174	1
ENSG00000202175	1
ENSG00000202177	1
ENSG00000202182	1
ENSG00000202183	1
ENSG00000202184	1
ENSG00000202186	1
ENSG00000202187	1
ENSG00000202188	1
ENSG00000202189	1
ENSG00000202190	1
ENSG00000202191	1
ENSG00000202193	1
ENSG00000202195	1
ENSG00000202198	2
ENSG00000202199	1
ENSG00000202200	1
ENSG00000202205	1
ENSG00000202206	1
ENSG00000202211	1
ENSG00000202215	1
ENSG00000202217	1
ENSG00000202222	1
ENSG00000202224	1
ENSG00000202225	1
ENSG00000202227	1
ENSG00000202229	1
ENSG00000202231	1
ENSG00000202233	1
ENSG00000202237	1
ENSG00000202239	1
ENSG00000202240	1
ENSG00000202241	1
ENSG00000202242	1
ENSG00000202245	1
ENSG00000202248	1
ENSG00000202249	1
ENSG00000202251	1
ENSG00000202254	1
ENSG00000202255	1
ENSG00000202257	1
ENSG00000202259	1
ENSG00000202260	1
ENSG00000202261	1
ENSG00000202263	1
ENSG00000202264	1
ENSG00000202265	1
ENSG00000202268	1
ENSG00000202269	1
ENSG00000202270	1
ENSG00000202272	1
ENSG00000202273	1
ENSG00000202275	1
ENSG00000202276	1
ENSG00000202279	1
ENSG00000202281	1
ENSG00000202283	1
ENSG00000202285	1
ENSG00000202290	1
ENSG00000202293	1
ENSG00000202296	1
ENSG00000202297	1
ENSG00000202300	1
ENSG00000202304	1
ENSG00000202306	1
ENSG00000202308	1
ENSG00000202309	1
ENSG00000202310	1
ENSG00000202313	2
ENSG00000202314	1
ENSG00000202317	1
ENSG00000202318	1
ENSG00000202322	1
ENSG00000202324	1
ENSG00000202329	1
ENSG00000202331	1
ENSG00000202332	1
ENSG00000202334	1
ENSG00000202336	1
ENSG00000202337	1
ENSG00000202339	1
ENSG00000202341	1
ENSG00000202343	1
ENSG00000202344	1
ENSG00000202345	1
ENSG00000202347	1
ENSG00000202350	1
ENSG00000202351	1
ENSG00000202354	1
ENSG00000202356	1
ENSG00000202357	1
ENSG00000202358	1
ENSG00000202360	1
ENSG00000202361	1
ENSG00000202363	1
ENSG00000202368	1
ENSG00000202373	1
ENSG00000202374	1
ENSG00000202377	1
ENSG00000202379	1
ENSG00000202380	1
ENSG00000202382	1
ENSG00000202383	1
ENSG00000202385	1
ENSG00000202386	1
ENSG00000202388	1
ENSG00000202389	1
ENSG00000202392	1
ENSG00000202395	1
ENSG00000202398	1
ENSG00000202399	1
ENSG00000202400	1
ENSG00000202402	1
ENSG00000202407	1
ENSG00000202408	1
ENSG00000202410	1
ENSG00000202411	1
ENSG00000202412	1
ENSG00000202414	1
ENSG00000202415	1
ENSG00000202417	1
ENSG00000202422	1
ENSG00000202423	1
ENSG00000202427	1
ENSG00000202428	1
ENSG00000202429	1
ENSG00000202430	1
ENSG00000202431	1
ENSG00000202433	1
ENSG00000202434	1
ENSG00000202438	1
ENSG00000202440	1
ENSG00000202441	1
ENSG00000202445	1
ENSG00000202449	1
ENSG00000202459	1
ENSG00000202461	1
ENSG00000202468	1
ENSG00000202469	1
ENSG00000202470	1
ENSG00000202471	1
ENSG00000202472	1
ENSG00000202473	1
ENSG00000202474	1
ENSG00000202476	1
ENSG00000202478	1
ENSG00000202479	1
ENSG00000202485	1
ENSG00000202490	1
ENSG00000202491	1
ENSG00000202495	1
ENSG00000202497	1
ENSG00000202498	1
ENSG00000202499	1
ENSG00000202502	1
ENSG00000202503	1
ENSG00000202508	1
ENSG00000202512	1
ENSG00000202513	1
ENSG00000202514	1
ENSG00000202515	1
ENSG00000202517	1
ENSG00000202521	1
ENSG00000202522	1
ENSG00000202523	1
ENSG00000202526	1
ENSG00000202528	1
ENSG00000202529	1
ENSG00000202533	1
ENSG00000202534	1
ENSG00000202536	1
ENSG00000202537	1
ENSG00000202538	1
ENSG00000202542	1
ENSG00000202560	1
ENSG00000202566	1
ENSG00000202569	1
ENSG00000202601	1
ENSG00000202609	1
ENSG00000203258	2
ENSG00000203262	1
ENSG00000203266	3
ENSG00000203279	3
ENSG00000203280	4
ENSG00000203286	1
ENSG00000203288	3
ENSG00000203307	3
ENSG00000203321	5
ENSG00000203325	3
ENSG00000203326	9
ENSG00000203327	2
ENSG00000203334	1
ENSG00000203335	2
ENSG00000203356	2
ENSG00000203362	2
ENSG00000203363	1
ENSG00000203364	3
ENSG00000203386	9
ENSG00000203387	1
ENSG00000203392	1
ENSG00000203395	2
ENSG00000203396	1
ENSG00000203397	1
ENSG00000203402	2
ENSG00000203408	1
ENSG00000203411	1
ENSG00000203413	1
ENSG00000203414	1
ENSG00000203416	2
ENSG00000203434	3
ENSG00000203435	1
ENSG00000203436	1
ENSG00000203437	1
ENSG00000203441	3
ENSG00000203446	2
ENSG00000203462	2
ENSG00000203472	1
ENSG00000203485	25
ENSG00000203489	1
ENSG00000203492	1
ENSG00000203496	3
ENSG00000203497	2
ENSG00000203498	3
ENSG00000203499	18
ENSG00000203506	7
ENSG00000203520	2
ENSG00000203523	1
ENSG00000203527	2
ENSG00000203531	1
ENSG00000203546	2
ENSG00000203560	1
ENSG00000203565	2
ENSG00000203573	1
ENSG00000203581	1
ENSG00000203585	5
ENSG00000203588	2
ENSG00000203593	2
ENSG00000203601	5
ENSG00000203605	3
ENSG00000203616	1
ENSG00000203620	2
ENSG00000203635	2
ENSG00000203643	2
ENSG00000203644	1
ENSG00000203645	2
ENSG00000203647	1
ENSG00000203648	2
ENSG00000203650	12
ENSG00000203661	1
ENSG00000203663	1
ENSG00000203664	1
ENSG00000203666	15
ENSG00000203667	2
ENSG00000203668	2
ENSG00000203684	3
ENSG00000203685	5
ENSG00000203688	4
ENSG00000203690	8
ENSG00000203697	26
ENSG00000203705	12
ENSG00000203706	3
ENSG00000203709	12
ENSG00000203710	45
ENSG00000203711	6
ENSG00000203721	9
ENSG00000203722	5
ENSG00000203724	4
ENSG00000203727	2
ENSG00000203729	3
ENSG00000203730	1
ENSG00000203733	3
ENSG00000203734	24
ENSG00000203737	1
ENSG00000203739	4
ENSG00000203740	6
ENSG00000203747	8
ENSG00000203756	6
ENSG00000203757	1
ENSG00000203758	1
ENSG00000203760	3
ENSG00000203761	13
ENSG00000203772	2
ENSG00000203778	4
ENSG00000203780	14
ENSG00000203781	2
ENSG00000203782	2
ENSG00000203783	2
ENSG00000203784	2
ENSG00000203785	3
ENSG00000203786	1
ENSG00000203791	8
ENSG00000203795	3
ENSG00000203797	5
ENSG00000203799	52
ENSG00000203801	6
ENSG00000203804	4
ENSG00000203805	9
ENSG00000203808	8
ENSG00000203809	11
ENSG00000203811	2
ENSG00000203812	1
ENSG00000203814	4
ENSG00000203818	1
ENSG00000203819	1
ENSG00000203825	17
ENSG00000203837	12
ENSG00000203852	2
ENSG00000203855	3
ENSG00000203857	4
ENSG00000203858	3
ENSG00000203859	5
ENSG00000203864	4
ENSG00000203865	8
ENSG00000203867	15
ENSG00000203870	6
ENSG00000203872	6
ENSG00000203875	8
ENSG00000203876	8
ENSG00000203877	4
ENSG00000203878	9
ENSG00000203879	13
ENSG00000203880	13
ENSG00000203883	2
ENSG00000203886	1
ENSG00000203896	6
ENSG00000203897	3
ENSG00000203900	6
ENSG00000203907	4
ENSG00000203908	3
ENSG00000203909	3
ENSG00000203910	7
ENSG00000203914	1
ENSG00000203923	2
ENSG00000203926	2
ENSG00000203930	7
ENSG00000203933	3
ENSG00000203942	1
ENSG00000203943	10
ENSG00000203950	1
ENSG00000203952	3
ENSG00000203963	10
ENSG00000203965	14
ENSG00000203970	3
ENSG00000203971	2
ENSG00000203972	6
ENSG00000203985	6
ENSG00000203987	4
ENSG00000203989	4
ENSG00000203993	2
ENSG00000203995	14
ENSG00000203999	6
ENSG00000204001	5
ENSG00000204006	7
ENSG00000204007	5
ENSG00000204010	2
ENSG00000204011	2
ENSG00000204019	2
ENSG00000204020	9
ENSG00000204021	9
ENSG00000204022	11
ENSG00000204025	6
ENSG00000204031	2
ENSG00000204033	4
ENSG00000204044	8
ENSG00000204049	3
ENSG00000204052	7
ENSG00000204053	1
ENSG00000204054	12
ENSG00000204055	2
ENSG00000204060	2
ENSG00000204065	3
ENSG00000204070	7
ENSG00000204071	4
ENSG00000204072	1
ENSG00000204084	28
ENSG00000204086	1
ENSG00000204091	5
ENSG00000204092	2
ENSG00000204099	7
ENSG00000204103	1
ENSG00000204104	17
ENSG00000204110	4
ENSG00000204113	1
ENSG00000204116	7
ENSG00000204117	4
ENSG00000204118	1
ENSG00000204120	46
ENSG00000204121	9
ENSG00000204128	3
ENSG00000204130	19
ENSG00000204131	13
ENSG00000204136	9
ENSG00000204138	19
ENSG00000204140	4
ENSG00000204147	7
ENSG00000204148	3
ENSG00000204149	11
ENSG00000204152	10
ENSG00000204160	9
ENSG00000204161	8
ENSG00000204165	6
ENSG00000204172	9
ENSG00000204173	5
ENSG00000204174	3
ENSG00000204175	3
ENSG00000204176	10
ENSG00000204177	12
ENSG00000204178	11
ENSG00000204179	17
ENSG00000204183	2
ENSG00000204186	6
ENSG00000204187	3
ENSG00000204188	10
ENSG00000204193	8
ENSG00000204194	2
ENSG00000204195	7
ENSG00000204196	1
ENSG00000204209	12
ENSG00000204217	15
ENSG00000204219	13
ENSG00000204220	7
ENSG00000204227	7
ENSG00000204228	8
ENSG00000204231	10
ENSG00000204237	2
ENSG00000204241	4
ENSG00000204246	1
ENSG00000204248	67
ENSG00000204250	5
ENSG00000204252	5
ENSG00000204253	1
ENSG00000204256	21
ENSG00000204257	8
ENSG00000204261	4
ENSG00000204262	54
ENSG00000204264	6
ENSG00000204267	13
ENSG00000204271	13
ENSG00000204272	4
ENSG00000204277	7
ENSG00000204278	7
ENSG00000204279	5
ENSG00000204282	1
ENSG00000204283	2
ENSG00000204287	5
ENSG00000204290	7
ENSG00000204291	44
ENSG00000204293	1
ENSG00000204296	30
ENSG00000204300	4
ENSG00000204301	31
ENSG00000204304	10
ENSG00000204305	11
ENSG00000204308	6
ENSG00000204310	11
ENSG00000204311	8
ENSG00000204314	9
ENSG00000204315	2
ENSG00000204316	12
ENSG00000204323	6
ENSG00000204334	5
ENSG00000204335	3
ENSG00000204338	10
ENSG00000204344	8
ENSG00000204345	3
ENSG00000204347	3
ENSG00000204348	7
ENSG00000204351	27
ENSG00000204352	3
ENSG00000204356	13
ENSG00000204361	6
ENSG00000204362	6
ENSG00000204363	2
ENSG00000204365	5
ENSG00000204366	3
ENSG00000204368	4
ENSG00000204370	8
ENSG00000204371	29
ENSG00000204379	4
ENSG00000204380	6
ENSG00000204381	10
ENSG00000204382	5
ENSG00000204385	22
ENSG00000204386	6
ENSG00000204387	6
ENSG00000204388	1
ENSG00000204389	1
ENSG00000204390	2
ENSG00000204392	7
ENSG00000204393	4
ENSG00000204394	31
ENSG00000204396	18
ENSG00000204397	4
ENSG00000204398	4
ENSG00000204399	1
ENSG00000204403	9
ENSG00000204406	35
ENSG00000204410	29
ENSG00000204414	2
ENSG00000204420	5
ENSG00000204421	4
ENSG00000204424	6
ENSG00000204427	21
ENSG00000204428	7
ENSG00000204429	1
ENSG00000204434	12
ENSG00000204435	9
ENSG00000204437	7
ENSG00000204438	5
ENSG00000204439	3
ENSG00000204442	3
ENSG00000204444	5
ENSG00000204446	2
ENSG00000204449	8
ENSG00000204450	6
ENSG00000204455	6
ENSG00000204456	3
ENSG00000204460	5
ENSG00000204463	27
ENSG00000204464	3
ENSG00000204469	31
ENSG00000204471	12
ENSG00000204472	6
ENSG00000204475	5
ENSG00000204478	4
ENSG00000204479	3
ENSG00000204480	3
ENSG00000204481	5
ENSG00000204482	8
ENSG00000204498	7
ENSG00000204501	4
ENSG00000204505	4
ENSG00000204510	4
ENSG00000204511	2
ENSG00000204514	10
ENSG00000204516	7
ENSG00000204518	4
ENSG00000204519	4
ENSG00000204520	8
ENSG00000204524	4
ENSG00000204525	8
ENSG00000204528	3
ENSG00000204529	11
ENSG00000204531	8
ENSG00000204532	5
ENSG00000204536	19
ENSG00000204538	3
ENSG00000204539	2
ENSG00000204540	8
ENSG00000204542	2
ENSG00000204544	3
ENSG00000204547	4
ENSG00000204548	3
ENSG00000204555	1
ENSG00000204556	4
ENSG00000204560	21
ENSG00000204564	5
ENSG00000204568	7
ENSG00000204569	22
ENSG00000204571	3
ENSG00000204572	1
ENSG00000204574	26
ENSG00000204576	5
ENSG00000204577	17
ENSG00000204580	30
ENSG00000204581	5
ENSG00000204583	6
ENSG00000204584	4
ENSG00000204588	3
ENSG00000204590	12
ENSG00000204592	8
ENSG00000204595	3
ENSG00000204599	10
ENSG00000204603	6
ENSG00000204604	7
ENSG00000204610	8
ENSG00000204611	6
ENSG00000204612	1
ENSG00000204613	7
ENSG00000204614	6
ENSG00000204616	10
ENSG00000204618	4
ENSG00000204619	5
ENSG00000204620	2
ENSG00000204622	9
ENSG00000204623	12
ENSG00000204624	23
ENSG00000204625	4
ENSG00000204628	13
ENSG00000204632	7
ENSG00000204634	26
ENSG00000204637	1
ENSG00000204640	10
ENSG00000204642	8
ENSG00000204644	5
ENSG00000204648	6
ENSG00000204650	12
ENSG00000204652	1
ENSG00000204653	8
ENSG00000204655	10
ENSG00000204657	1
ENSG00000204658	3
ENSG00000204659	3
ENSG00000204661	6
ENSG00000204662	3
ENSG00000204663	4
ENSG00000204666	4
ENSG00000204669	6
ENSG00000204670	1
ENSG00000204671	3
ENSG00000204673	8
ENSG00000204677	23
ENSG00000204681	25
ENSG00000204682	2
ENSG00000204683	2
ENSG00000204684	16
ENSG00000204685	3
ENSG00000204687	1
ENSG00000204688	6
ENSG00000204694	6
ENSG00000204695	1
ENSG00000204697	3
ENSG00000204699	1
ENSG00000204700	1
ENSG00000204701	1
ENSG00000204702	1
ENSG00000204703	1
ENSG00000204704	2
ENSG00000204705	1
ENSG00000204706	25
ENSG00000204709	2
ENSG00000204710	7
ENSG00000204711	8
ENSG00000204713	9
ENSG00000204717	3
ENSG00000204718	1
ENSG00000204740	46
ENSG00000204745	31
ENSG00000204754	3
ENSG00000204758	7
ENSG00000204764	40
ENSG00000204767	4
ENSG00000204776	2
ENSG00000204778	9
ENSG00000204779	1
ENSG00000204780	1
ENSG00000204787	4
ENSG00000204789	1
ENSG00000204790	7
ENSG00000204791	6
ENSG00000204792	5
ENSG00000204801	2
ENSG00000204802	3
ENSG00000204805	1
ENSG00000204814	3
ENSG00000204815	13
ENSG00000204816	2
ENSG00000204818	5
ENSG00000204822	2
ENSG00000204832	5
ENSG00000204839	13
ENSG00000204842	27
ENSG00000204843	38
ENSG00000204849	6
ENSG00000204850	1
ENSG00000204851	2
ENSG00000204852	18
ENSG00000204856	8
ENSG00000204859	11
ENSG00000204860	3
ENSG00000204866	7
ENSG00000204869	8
ENSG00000204872	1
ENSG00000204873	1
ENSG00000204876	2
ENSG00000204880	1
ENSG00000204882	2
ENSG00000204887	1
ENSG00000204889	10
ENSG00000204894	1
ENSG00000204897	8
ENSG00000204899	3
ENSG00000204904	4
ENSG00000204909	6
ENSG00000204913	2
ENSG00000204915	1
ENSG00000204918	3
ENSG00000204919	2
ENSG00000204920	7
ENSG00000204922	3
ENSG00000204923	4
ENSG00000204928	4
ENSG00000204929	21
ENSG00000204930	9
ENSG00000204933	6
ENSG00000204934	3
ENSG00000204936	10
ENSG00000204941	9
ENSG00000204946	10
ENSG00000204947	5
ENSG00000204949	2
ENSG00000204950	1
ENSG00000204952	11
ENSG00000204954	5
ENSG00000204956	2
ENSG00000204959	12
ENSG00000204960	6
ENSG00000204961	2
ENSG00000204962	1
ENSG00000204963	1
ENSG00000204965	1
ENSG00000204967	2
ENSG00000204969	1
ENSG00000204970	3
ENSG00000204971	3
ENSG00000204977	7
ENSG00000204978	2
ENSG00000204979	6
ENSG00000204982	1
ENSG00000204983	6
ENSG00000204989	1
ENSG00000204990	2
ENSG00000204991	19
ENSG00000204993	1
ENSG00000205002	2
ENSG00000205015	3
ENSG00000205018	2
ENSG00000205022	7
ENSG00000205025	1
ENSG00000205029	1
ENSG00000205030	1
ENSG00000205035	8
ENSG00000205037	3
ENSG00000205038	79
ENSG00000205041	2
ENSG00000205044	5
ENSG00000205045	6
ENSG00000205054	11
ENSG00000205056	2
ENSG00000205057	4
ENSG00000205060	11
ENSG00000205076	4
ENSG00000205078	10
ENSG00000205084	6
ENSG00000205085	5
ENSG00000205086	5
ENSG00000205089	5
ENSG00000205090	5
